inchikey,n_classifiable_domains,n_concordant_domains,n_active_only_domains,n_above_cutoff_only_domains,n_mixed_evidence_domains,any_active_only,any_above_cutoff_only,any_mixed_evidence
PYVPKOSKOWDDSV-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QBLQLKNOKUHRCH-UHFFFAOYSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
QBLQLKNOKUHRCH-ZDUSSCGKSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
QDSRQILTOUZIGL-ACCUITESSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
QEJAXMORBPLKCL-DLBZAZTESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QEKIVVXNXGCBKQ-BJZIEULXSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QFUCSEIKNTUPPA-GOSISDBHSA-N,3,2,0,2,1,FALSE,TRUE,TRUE
QFUCSEIKNTUPPA-UHFFFAOYSA-N,4,2,1,1,2,TRUE,TRUE,TRUE
QFWXEYRQNKRQDH-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
QGPHRCQDTPCIQI-KXBFYZLASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QINVJYDCNGLLNA-LOYIFYEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QIWOFDHUQPJCJF-LSDHHAIUSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
QIWOFDHUQPJCJF-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
QJCKCZSARZRFFO-OILXWVNISA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QJKMIJNRNRLQSS-WEVVVXLNSA-N,6,6,0,6,0,FALSE,TRUE,FALSE
QKQLSQLKXBHUSO-CMDGGOBGSA-N,3,2,2,0,1,TRUE,FALSE,TRUE
QKXUXZSVOPLDOD-GCTHYFALSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QKYUTKLCEVEMIE-JXFKEZNVSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
QLPJSBWLIFSIMS-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QNAHIWNQXWCADO-KTICBNGHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QNDUJCPJQJQOAB-IDRAWEHWSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
QNLGNISMYMFVHP-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
QNMYAYDPWHAXCP-FVMDXXJSSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
QNPMSYLDWCXEOI-CEMXSPGASA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QOCMJNYAMYAFJX-BPARTEKVSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QPAKXSCQEJXHSW-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QPOCKDYYXFOBCM-JKSUJKDBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QQFZXERRGYMNKV-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QQNUVAQAOFSXSN-IZZDOVSWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QQUXNFZAFOMGTQ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QRFZGLTZLZZHCM-NWYMYRDLSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QRGFRUURCOOJEV-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QRQAODSINXAOBF-UKTWWWBFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QUAPPCXFYKSDSV-LBPRGKRZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QUBRRXBPXPHDJO-NRFANRHFSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
QUGFZLLBKBSAGW-CVOAYDCWSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QUQPHWDTPGMPEX-QJBIFVCTSA-N,6,4,0,4,2,FALSE,TRUE,TRUE
QVJWSGOMMDXZOF-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QWQGMMRHTWIOGH-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
QYAYIWOQUZDATC-AZUAARDMSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QYCJAWYDGRZSTO-IRLTUAEKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
QYFQIQNDWGAVKJ-KRWDZBQOSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
QZVJJJNZJBVWPG-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RAEBFGPECBAEAA-DLBZAZTESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RAFHNDRXYHOLSH-SFTVRKLSSA-N,4,2,1,1,2,TRUE,TRUE,TRUE
RAGZNEMPFYNJSA-KQFLDCGVSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
RBLMKCOUXAFRRX-WEVVVXLNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RBMYHWVIWHGISG-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RBWZJDQLHCNCDG-LVXARBLLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RBWZJDQLHCNCDG-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RCMQOODWNSIEOO-XWJACEEYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RCZMWVKBVFOCEE-ZDUSSCGKSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
RDYZHQQZLIBKBP-WEVVVXLNSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
REBBZOCNEVVAPX-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RESAUZHVVYGGHO-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RETRVWFVEFCGOK-RMKNXTFCSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
RFBNSYVWJNUVHE-INIZCTEOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RGNXWPVNPFAADO-NSIKDUERSA-N,7,2,0,2,5,FALSE,TRUE,TRUE
RGZSPQYXJSDKAN-FWSOMWAYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
RHNVSRHYVGNPEO-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RIDRQWKYWXHAOD-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
RIKPNWPEMPODJD-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RIWDYFGEQJAMKI-GOSISDBHSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RKYMUBMDNHRQBK-ACFHMISVSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
RMVZCGQXCSTLFG-VQHVLOKHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RNDNBGULZNCSNB-LYFQOWASSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RNDNBGULZNCSNB-QCWIYXSRSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RNDNBGULZNCSNB-UMKOAGHJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RNQBLQALVMHBKH-SQYWJIFTSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
ROJMZFPQONDKBB-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
RORZHTZYZDZJKG-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RQAMSFTXEFSBPK-UHFFFAOYSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
RQIDYCZAYSCRKC-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
RRCYPDDIDYVEIW-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RREXXCHIBJFPKH-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RRLSJZPCMWWTBO-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RRVLNZLJKIPESL-LIRRHRJNSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
RRYKPKZXWKXEML-IREPQDAWSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
RSAIVLRELNGZEY-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
RSYUFYQTACJFML-UKRRQHHQSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
RTCVAWRRHHSOCC-NYYWCZLTSA-N,5,4,1,3,1,TRUE,TRUE,TRUE
RTUABMSWXKMPKI-JIEJDMOWSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RTWGDOBXVVOEQF-BBWFWOEESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RUCMCGSYMSEMIR-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RUXZLRGFTZAFJO-MBSDFSHPSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RVKDAOFCDAPVGX-KRWDZBQOSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RWBWMAOKPGSLMN-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RWCCWEUUXYIKHB-UHFFFAOYSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
RWGZXUWGOARVDQ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RWWHVUOFLZULHS-NTEUORMPSA-N,3,2,2,0,1,TRUE,FALSE,TRUE
RYBGOKVPJPOMQW-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
RZHIZFURFGRHHQ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RZNUULHKDQNOPC-WJPYRASCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
RZPNYDYGMFMXLQ-ZDUSSCGKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SAXBNTXROWQAKX-CPJSRVTESA-N,2,1,1,0,1,TRUE,FALSE,TRUE
SAZBMMMZQLNWMN-MHZLTWQESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SBHXYTNGIZCORC-CYBMUJFWSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
SBHXYTNGIZCORC-UHFFFAOYSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
SBHXYTNGIZCORC-ZDUSSCGKSA-N,8,2,0,2,6,FALSE,TRUE,TRUE
SBOVSSLXUHHHLZ-CCEZHUSRSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SBOVSSLXUHHHLZ-LEWPLENUSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SBOVSSLXUHHHLZ-MRHSSXLISA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SBOVSSLXUHHHLZ-QWDFLICISA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SBOVSSLXUHHHLZ-WKWUPWNMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SCNZCLDHJJSZBK-ROLQACJLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SCYVPEQZLVCGHG-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SDPWTOSPDBDEBQ-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SDWZWUUOXFFJSA-NSCUHMNNSA-N,2,0,0,0,2,FALSE,FALSE,TRUE
SDZPYNMXGUHFMZ-TZIWHRDSSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
SEEWCETYCHIPHH-FHJLPGHOSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
SEEWCETYCHIPHH-GWJPWWOOSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SEHVRKPXIDOTRX-CMUUVTEDSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SEHVRKPXIDOTRX-QQDDVHTNSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
SEIHXYPYVZURAM-SVIJTADQSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SELGEUSJRWRBQR-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SEWZLIZAUPQMMM-RMKNXTFCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SFDDCVYUBBUSMV-FCHUYYIVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SFQIGPZCFNTPOD-KRWDZBQOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SGAQUVXWXIVPKX-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SGWLCEXRWADMOA-ZDUSSCGKSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SHSISVOIQZYVQR-AFMDSPMNSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SHWLJHMWQFNVAC-DETBAYCCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SHZOHJDZQPQBSW-JTQLQIEISA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SIGVEYBZDIDQLH-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SJBBGMVJNAOUOI-VLURGLOZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SJILHXXGADEART-MNNVXMFVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SJIZTMNAKZAOTA-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SJULMVKFURWCFM-VMPITWQZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SLFZBNOERHGNMI-UHFFFAOYSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
SLJWKFROLINAGW-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SLKHLLNCFGPWAZ-AWEZNQCLSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SLKHLLNCFGPWAZ-CQSZACIVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SMHBZVSVLIBGGO-UUWRZZSWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SNFOQVRNAHJPMU-BENTYHEHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SPLXVVIJECEDFW-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SPWBEELZNSXNME-CMDGGOBGSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
SQJLTDFIOMWZDE-LPKHTLNGSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SQJLTDFIOMWZDE-QUYVSAIISA-N,1,0,0,0,1,FALSE,FALSE,TRUE
SQOAYFPNWVZJQO-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SQRZLVUKAGAFFX-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SQWIGJZIQFBGQM-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SRFNFECUBWLUHV-YSESTWPTSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SRSBUHVXNLHWHU-CMDGGOBGSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
SSQQBMVHIQQAQB-HRNJHOTLSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SSRCYGATNWFTBJ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
STFVTZQCNYBLNE-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SUOXGDJCEWTZIZ-HCEROAJISA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SUSRJKSSWXDFKP-GCHVKDGMSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SUSRJKSSWXDFKP-WSHYROQVSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SUWMBRRWYKHHDH-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SUYJZKRQHBQNCA-CABCVRRESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SUYJZKRQHBQNCA-LSDHHAIUSA-N,3,3,0,3,0,FALSE,TRUE,FALSE
SVGUEYZRBQMTPO-BTYIYWSLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SVHCNENPWOPFOI-AVRWGWEMSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SVHJCTSSYQPWEV-VSJLXWSYSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
SVTCZHIDEDUTBH-UHFFFAOYSA-N,6,4,1,3,2,TRUE,TRUE,TRUE
SWAJPHCXKPCPQZ-AWEZNQCLSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
SWAJPHCXKPCPQZ-UHFFFAOYSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
SWDSVBNAMCDHTF-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
SWLGFCRAFOKHQK-QFIPXVFZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
SWPKMTGYQGHLJS-RNVIBTMRSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
SYIDABHGIYOYPG-KEBDBYFISA-N,1,1,1,0,0,TRUE,FALSE,FALSE
SZHDIKOQLFZADP-XBPZWBIKSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
TUHJQMZJOMZXJO-XVNBXDOJSA-N,2,2,1,1,0,TRUE,TRUE,FALSE
TUTSVLUUGMNALO-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
TVAVOTKWLPPGTE-HNNXBMFYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
TVUGLERLRIQATC-BJMVGYQFSA-N,4,3,2,1,1,TRUE,TRUE,TRUE
TVWVHFSJQNXIRZ-UHFFFAOYSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
TWJXTJFWKWMZRY-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
TXTGITRXQUOAJM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
TXWYWZHIUMRYOS-FQEVSTJZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
TYECGXQALROZJT-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
TZBJGXHYKVUXJN-UHFFFAOYSA-N,10,1,0,1,9,FALSE,TRUE,TRUE
TZBKBAHAEDHKJP-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
TZEQDSMFACWASC-MDZDMXLPSA-N,3,1,0,1,2,FALSE,TRUE,TRUE
UACAJEAOMACMMU-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UACNRZUVCUEUPY-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UALHWTHYPDBXSN-BQYQJAHWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UCHYSPNEUSDFQR-UHFFFAOYSA-N,5,4,3,1,1,TRUE,TRUE,TRUE
UDGKKUWYNITJRX-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
UDSAJERKQRQHJR-WEVVVXLNSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
UENVXGIVHQSJHZ-XYOKQWHBSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UESFDRVOHWXYIQ-PRANAVDNSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UEXPKLJRGIWQBF-CSKARUKUSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
UFBHHWPUVXVFRG-BTYIYWSLSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
UFWIVSMNKNIQMW-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UGKOYAUMAZQEFW-CPJSRVTESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UGTDFAIKXQRVER-ZROIWOOFSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UJNBNDIUQWFUNM-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UJNCWORGHSATHA-XWSAIMBSSA-N,3,3,1,2,0,TRUE,TRUE,FALSE
UJRXJHPYROZVGI-AQNXPRMDSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
UKCODVXNYJFPIN-OMKLEDIQSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
UKRJEVDCOVVSAB-ZLPBPMGLSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UKWLNMIPRJLYGH-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
ULTQJSQDLWNWTR-DQEYMECFSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UMORYJJPSIXKBM-XMSQKQJNSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UNGFLSFPWQKVTG-QFYYESIMSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UNODSKHATHZQGW-HRKCMRQESA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UOOVGAFDYLDFRW-DEOSSOPVSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UOWOIGNEFLTNAW-KRWDZBQOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UPBJEHBYZUPVDF-CXUHLZMHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UPBJEHBYZUPVDF-JUALLIRVSA-N,3,0,0,0,3,FALSE,FALSE,TRUE
URFCJEUYXNAHFI-UHFFFAOYSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
URFCJEUYXNAHFI-ZDUSSCGKSA-N,5,3,0,3,2,FALSE,TRUE,TRUE
URGGLJWRKAXLOT-UHFFFAOYSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
URQUSRJQNKCRCO-OAHLLOKOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UTJACGGIQKDKBW-VIZOYTHASA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UVBDKJHYMQEAQV-XYOKQWHBSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UVQKYQGWGMUDAI-PFVCLYDRSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UXAJJVDCDOFKCY-BONVTDFDSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UXLMHNXEKOQLBQ-DCAFODOZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
UXUFMIJZNYXWDX-VMPITWQZSA-N,3,2,1,1,1,TRUE,TRUE,TRUE
UYLQOGTYNFVQQX-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
UYOJEKMKWXYOEQ-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VALTWXVTFHGVHS-ILVSVAAVSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
VBOYLFNGTSLAAZ-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VBTMMYSERQFPPK-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VDGBAYIBHQEDHS-BQASJOSNSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
VDOHBGQSFOWYTB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VDYSHUXENHRSOO-YWEYNIOJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VEUAGCPRQFCWJN-HNNXBMFYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
VFNNZAGIIRJDBX-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VFTCTZLSYLIKOO-CPJSRVTESA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VFVVDFLDUBZQGX-RRHNGELWSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VGEREEWJJVICBM-UHFFFAOYSA-N,7,3,2,1,4,TRUE,TRUE,TRUE
VGSYCWGXBYZLLE-QEEQPWONSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VHWHNZUORPFYQI-UHFFFAOYSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
VIHJUBYCOAJPQW-OGGKTOENSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VIMHZMOJYABXJB-MRXNPFEDSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
VLEOOBKBMSIDKF-JXMROGBWSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
VLSXHSGQICXETC-MDZDMXLPSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VMDPAFNBQPVUSZ-QFIPXVFZSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VMMVZVPAYFZNBM-SXSJKRSNSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VNCWZYPKAQUABQ-XMMPIXPASA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VNIXCOZHVDVADB-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VNTSSLCFFUCTNP-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VOCGSQHKPZSIKB-FQEVSTJZSA-N,2,2,2,0,0,TRUE,FALSE,FALSE
VOCGSQHKPZSIKB-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VOEMDQMSOKXQNY-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VOGSGMTZZJCGMI-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VOOFPOMXNLNEOF-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VPFUWHKTPYPNGT-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VPGIGLKLCFOWDN-RHSMWYFYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
VPGIGLKLCFOWDN-YOEHRIQHSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VPGMCCIECGDASG-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VQRCDZLYMBXGNJ-ATNAJCNCSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VRMRECOMNBQHJO-HHPDBAQJSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VRTGGIJPIYOHGT-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VSBUTPUUSVOZDI-UHFFFAOYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VSEIMGCATUFLSE-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
VSJCDPYIMBSOKN-LSDHHAIUSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VSJCDPYIMBSOKN-UHFFFAOYSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
VSRAHYZSNLDBKG-ONEGZZNKSA-N,2,2,0,2,0,FALSE,TRUE,FALSE
VSUQUSVBOASRIA-QHCPKHFHSA-N,2,1,1,0,1,TRUE,FALSE,TRUE
VTLAWTXYJBLWSZ-CYFREDJKSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VTNVBSWKRFKHFA-AREMUKBSSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VTOUUGNAMKWJPH-UWJYYQICSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VVDZZNWYISOIDK-UHFFFAOYSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VVMNOJJSVJYOFS-FGPQKVDGSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VWFAAFDOTKTTKV-MKFXEVHTSA-N,0,0,0,0,0,FALSE,FALSE,FALSE
VWRAKYMXGMVCQG-YJBOKZPZSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VWWMSFMNICMFQB-AWEZNQCLSA-N,1,0,0,0,1,FALSE,FALSE,TRUE
VXIWIIHDWPBCIM-DHZHZOJOSA-N,1,1,0,1,0,FALSE,TRUE,FALSE
VYESEQLQFXUROZ-HNNXBMFYSA-N,1,1,1,0,0,TRUE,FALSE,FALSE
VYESEQLQFXUROZ-UHFFFAOYSA-N,2,1,0,1,1,FALSE,TRUE,TRUE
