inchikey,target_domain_macro,class_np,motif_methoxy,motif_prenyl,motif_sugar,motif_combination,mw,logp,tpsa,fsp3,structural_qc_status,median_pchembl,z_potency_equal_mean,z_potency_equal_median,z_potency_record_weighted,n_records,n_targets,n_assays,n_standard_types,standard_types,z_potency,delta_equal_mean_minus_record_weighted,delta_equal_median_minus_equal_mean,visual_clade
YHOYRZLJSAAOGW-WFQOKMFZSA-N,Infectious Diseases,Dihydroflavonols,1,1,0,Methoxy+Prenyl,454.5190000000002,4.724500000000006,116.45000000000002,0.34615384615384615,pass,5.1,-0.14451554789950927,-0.14451554789950927,-0.14451554789950904,2,2,2,2,IC50;Ki,-0.14451554789950927,-2.220446049250313e-16,0,Asterids (Lamiids)
YMZLDTUSRCHDNT-YNIFFJEOSA-N,Infectious Diseases,Flavan-3-ols,1,0,0,Methoxy,508.5700000000003,6.795600000000007,77.38000000000001,0.1875,pass,5.1875,0.3487861320959,0.3487861320959,0.34878613209589976,3,2,3,1,IC50,0.3487861320959,2.220446049250313e-16,0,Asterids (Lamiids)
ZCQHGWFKCJPSTB-UHFFFAOYSA-N,Infectious Diseases,Neoflavonoids,1,0,0,Methoxy,298.2940000000001,3.182800000000001,68.9,0.11764705882352941,pass,4.72,-0.491854093399556,-0.491854093399556,-0.49185409339955627,2,2,2,1,IC50,-0.491854093399556,2.7755575615628914e-16,0,Asterids (Lamiids)
ZMYCAMWWCDPOSK-JDEXWRGDSA-N,Infectious Diseases,Flavanones,1,0,0,Methoxy,486.5610000000003,4.846400000000005,114.68000000000002,0.5185185185185185,pass,5.12,-0.1314695066355793,-0.1314695066355793,-0.13146950663557935,2,2,2,2,IC50;Ki,-0.1314695066355793,5.551115123125783e-17,0,Asterids (Lamiids)
CMJDNOOYGNOVCM-UBDBMELISA-N,Inflammation and Proteolysis,Flavanones,0,0,0,Simple,442.5080000000002,4.534800000000007,116.45000000000002,0.48,pass,4.99,-0.28912984095913813,-0.28912984095913813,-0.28912984095913813,2,2,2,2,IC50;Ki,-0.28912984095913813,0,0,Asterids (Lamiids)
FVUVHWPNLPHERN-SICWBLJQSA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.7537000000000065,96.22000000000001,0.34615384615384615,pass,4.23,-1.01900741297127,-1.01900741297127,-1.0190074129712714,1,1,1,1,IC50,-1.01900741297127,1.3322676295501878e-15,0,Asterids (Lamiids)
KWSGAQMDMOUWHH-GPTJOGTASA-N,Inflammation and Proteolysis,Dihydroflavonols,1,0,0,Methoxy,472.5340000000004,3.8086000000000033,125.68,0.5,pass,4.33,-0.895486200063034,-0.895486200063034,-0.8954862000630338,1,1,1,1,IC50,-0.895486200063034,-2.220446049250313e-16,0,Asterids (Lamiids)
LGXFONKKRCFJMJ-NAVGAYGYSA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,468.5460000000003,5.762300000000006,105.45000000000002,0.37037037037037035,pass,5.285,0.28414138321064,0.28414138321064,0.2841413832106398,2,2,2,1,IC50,0.28414138321064,1.6653345369377348e-16,0,Asterids (Lamiids)
LKKMBXHWLZIZLK-LDEBPVJWSA-N,Inflammation and Proteolysis,Flavanones,0,1,0,Prenyl,442.50800000000027,4.645500000000005,127.45000000000002,0.4,pass,5.125,-0.050790521550323,-0.050790521550323,-0.050790521550322903,2,2,2,2,IC50;Ki,-0.050790521550323,-9.71445146547012e-17,0,Asterids (Lamiids)
OMWKLHZQLGFNOZ-JINQPTGOSA-N,Inflammation and Proteolysis,Flavanones,0,1,0,Prenyl,422.47700000000015,5.420600000000006,96.22000000000001,0.32,pass,6.46,1.73551563488244,1.73551563488244,1.7355156348824368,1,1,1,1,IC50,1.73551563488244,3.3306690738754696e-15,0,Asterids (Lamiids)
PMKNILHJZILHLN-AGBQBWRISA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.753700000000006,96.22000000000001,0.34615384615384615,pass,5.24,0.2065913609329362,0.2065913609329362,0.2065913609329363,2,2,2,2,IC50;Ki,0.2065913609329362,-1.1102230246251565e-16,0,Asterids (Lamiids)
SUSRJKSSWXDFKP-GCHVKDGMSA-N,Inflammation and Proteolysis,Flavonolignans,1,0,0,Methoxy,477.5130000000002,4.192200000000004,120.97000000000001,0.2222222222222222,review,4.3,-0.932542563935505,-0.932542563935505,-0.9325425639355055,1,1,1,1,IC50,-0.932542563935505,4.440892098500626e-16,0,Asterids (Lamiids)
SUSRJKSSWXDFKP-WSHYROQVSA-N,Inflammation and Proteolysis,Flavonolignans,1,0,0,Methoxy,477.5130000000002,4.192200000000004,120.97000000000001,0.2222222222222222,review,4.35,-0.870781957481387,-0.870781957481387,-0.8707819574813868,1,1,1,1,IC50,-0.870781957481387,-2.220446049250313e-16,0,Asterids (Lamiids)
UKCODVXNYJFPIN-OMKLEDIQSA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,454.51900000000023,5.459300000000007,116.45000000000002,0.34615384615384615,pass,5.48,0.525007748381704,0.525007748381704,0.5250077483817044,3,3,3,1,IC50,0.525007748381704,-3.3306690738754696e-16,0,Asterids (Lamiids)
UPBJEHBYZUPVDF-JUALLIRVSA-N,Inflammation and Proteolysis,Flavanones,1,1,0,Methoxy+Prenyl,468.5460000000003,5.762300000000006,105.45000000000002,0.37037037037037035,pass,5.285,0.28414138321064,0.28414138321064,0.2841413832106398,2,2,2,1,IC50,0.28414138321064,1.6653345369377348e-16,0,Asterids (Lamiids)
RTCVAWRRHHSOCC-NYYWCZLTSA-N,Metabolic Enzymes,Chalcones,1,0,0,Methoxy,254.285,3.2969000000000017,46.53,0.0625,pass,5.76,0.734305662496516,0.734305662496516,0.734305662496516,1,1,1,1,IC50,0.734305662496516,0,0,Asterids (Lamiids)
FVUVHWPNLPHERN-SICWBLJQSA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.7537000000000065,96.22000000000001,0.34615384615384615,pass,4.32,-1.1416826267753999,-1.1416826267753999,-1.1416826267753968,4,4,4,2,IC50;Ki,-1.1416826267753999,-3.1086244689504383e-15,0,Asterids (Lamiids)
GMGRYHOHJJROMP-OVCLIPMQSA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,454.51900000000023,5.459300000000004,116.45000000000002,0.34615384615384615,pass,4.8675,-0.258618282279239,-0.258618282279239,-0.25861828227923905,4,4,4,2,IC50;Ki,-0.258618282279239,5.551115123125783e-17,0,Asterids (Lamiids)
HXSRAKGAZOSYEH-WFQOKMFZSA-N,Neuroscience Targets,Dihydroflavonols,1,1,0,Methoxy+Prenyl,454.51900000000023,4.724500000000006,116.45000000000002,0.34615384615384615,pass,4.6475,-0.6118423289952846,-0.6118423289952846,-0.6118423289952846,4,4,4,2,IC50;Ki,-0.6118423289952846,0,0,Asterids (Lamiids)
IGCZWOGVHOOOEO-INIZCTEOSA-N,Neuroscience Targets,Flavanones,1,0,0,Methoxy,372.37300000000016,3.3743000000000016,102.29000000000002,0.3,pass,5.7,1.16447123280307,1.16447123280307,1.164471232803069,1,1,1,1,IC50,1.16447123280307,8.881784197001252e-16,0,Asterids (Lamiids)
IZMSMYAPBBZFQP-IMTZNOAFSA-N,Neuroscience Targets,Dihydroflavonols,1,1,0,Methoxy+Prenyl,470.51800000000026,4.430100000000005,136.68,0.34615384615384615,pass,5.0875,0.09374403555415438,0.09374403555415438,0.09374403555415459,4,4,4,2,IC50;Ki,0.09374403555415438,-2.0816681711721685e-16,0,Asterids (Lamiids)
PMKNILHJZILHLN-AGBQBWRISA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.753700000000006,96.22000000000001,0.34615384615384615,pass,4.62,-0.6596217772159475,-0.6596217772159475,-0.6596217772159475,2,2,2,2,IC50;Ki,-0.6596217772159475,0,0,Asterids (Lamiids)
UPBJEHBYZUPVDF-CXUHLZMHSA-N,Neuroscience Targets,Flavanones,1,1,0,Methoxy+Prenyl,468.5460000000003,5.762300000000006,105.45000000000002,0.37037037037037035,pass,4.109999999999999,-1.4791252214670099,-1.4791252214670099,-1.4791252214670108,2,2,2,2,IC50;Ki,-1.4791252214670099,8.881784197001252e-16,0,Asterids (Lamiids)
YHOYRZLJSAAOGW-WFQOKMFZSA-N,Neuroscience Targets,Dihydroflavonols,1,1,0,Methoxy+Prenyl,454.5190000000002,4.724500000000006,116.45000000000002,0.34615384615384615,pass,4.5425,-0.7785529256149055,-0.7785529256149055,-0.7785529256149053,4,4,4,2,IC50;Ki,-0.7785529256149055,-2.220446049250313e-16,0,Asterids (Lamiids)
CVIHLQPNGRNSIC-CEMXSPGASA-N,Phenotypic: Cancer and Cells,Flavanones,0,1,0,Prenyl,424.49300000000017,5.4507000000000065,107.22000000000001,0.32,pass,5.135,0.0480336476436581,0.0480336476436581,0.04803364764365811,6,6,6,1,EC50,0.0480336476436581,-1.3877787807814457e-17,0,Asterids (Lamiids)
JCLYSCYJVYARSD-INIZCTEOSA-N,Phenotypic: Cancer and Cells,Flavans,1,0,0,Methoxy,316.35300000000007,3.484300000000002,57.150000000000006,0.3333333333333333,pass,5.37,0.971904712011444,0.971904712011444,0.9719047120114438,3,1,3,1,IC50,0.971904712011444,2.220446049250313e-16,0,Asterids (Lamiids)
KKTYCZKXENFEJP-CMDGGOBGSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,314.33700000000005,3.3141000000000016,64.99000000000001,0.16666666666666666,pass,5,0.30310443807776,0.30310443807776,0.30310443807776033,8,8,8,1,IC50,0.30310443807776,-3.3306690738754696e-16,0,Asterids (Lamiids)
KOAAZLIOOBKJEK-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Neoflavonoids,1,0,0,Methoxy,328.3200000000001,3.1914000000000016,78.13000000000001,0.16666666666666666,pass,7.06,4.02669515241124,4.02669515241124,4.026695152411239,11,6,11,1,IC50,4.02669515241124,8.881784197001252e-16,0,Asterids (Lamiids)
LUGJWTLKPPWJAI-VQHVLOKHSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,388.4160000000002,3.634300000000003,72.45000000000002,0.2857142857142857,pass,5.435,1.08939665202682,1.08939665202682,1.0893966520268197,2,2,2,1,IC50,1.08939665202682,2.220446049250313e-16,0,Asterids (Lamiids)
PMKNILHJZILHLN-AGBQBWRISA-N,Phenotypic: Cancer and Cells,Flavanones,1,1,0,Methoxy+Prenyl,438.5200000000002,5.753700000000006,96.22000000000001,0.34615384615384615,pass,4.779999999999999,-0.30694968055562805,-0.30694968055562805,-0.306949680555628,2,2,2,2,EC50;IC50,-0.30694968055562805,-5.551115123125783e-17,0,Asterids (Lamiids)
RTCVAWRRHHSOCC-NYYWCZLTSA-N,Phenotypic: Cancer and Cells,Chalcones,1,0,0,Methoxy,254.285,3.2969000000000017,46.53,0.0625,pass,4.945,0.203688181141673,0.203688181141673,0.20368818114167278,5,4,5,1,IC50,0.203688181141673,2.220446049250313e-16,0,Asterids (Lamiids)
SGWLCEXRWADMOA-ZDUSSCGKSA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,0,Methoxy,360.3620000000001,3.1331000000000016,83.45000000000002,0.3157894736842105,pass,4.56,-0.492225617410945,-0.492225617410945,-0.4922256174109448,1,1,1,1,IC50,-0.492225617410945,-2.220446049250313e-16,0,Asterids (Lamiids)
UKCODVXNYJFPIN-OMKLEDIQSA-N,Phenotypic: Cancer and Cells,Flavanones,1,1,0,Methoxy+Prenyl,454.51900000000023,5.459300000000007,116.45000000000002,0.34615384615384615,pass,5.2,0.114678940662005,0.114678940662005,0.11467894066200525,4,4,4,1,EC50,0.114678940662005,-2.498001805406602e-16,0,Asterids (Lamiids)
ZCQHGWFKCJPSTB-UHFFFAOYSA-N,Phenotypic: Cancer and Cells,Neoflavonoids,1,0,0,Methoxy,298.2940000000001,3.182800000000001,68.9,0.11764705882352941,pass,4.695,-0.248203895840546,-0.248203895840546,-0.24820389584054564,2,2,2,1,IC50,-0.248203895840546,-3.608224830031759e-16,0,Asterids (Lamiids)
UJNCWORGHSATHA-XWSAIMBSSA-N,Cell Signaling and Survival,Chalcones,0,0,1,Sugar,722.6080000000002,2.0354000000000014,290.42999999999995,0.22857142857142856,pass,4.66,-0.568200073247786,-0.568200073247786,-0.5682000732477857,1,1,1,1,IC50,-0.568200073247786,-3.3306690738754696e-16,0,Caryophy_Santalales
WVRDOLPMKOCJRJ-DENIHFKCSA-N,Cell Signaling and Survival,Flavan-3-ols,1,0,0,Methoxy,472.40200000000016,2.536200000000001,186.37,0.17391304347826086,pass,6.37,1.69883909024427,1.69883909024427,1.698839090244266,1,1,1,1,IC50,1.69883909024427,3.9968028886505635e-15,0,Caryophy_Santalales
XQVKQEFQGYTUAR-VHBRHXFYSA-N,Cell Signaling and Survival,Chalcones,0,0,1,Sugar,874.7130000000003,3.016900000000004,357.19,0.19047619047619047,pass,5.36,0.359827654497499,0.359827654497499,0.35982765449749887,1,1,1,1,IC50,0.359827654497499,1.1102230246251565e-16,0,Caryophy_Santalales
UJNCWORGHSATHA-XWSAIMBSSA-N,General Assays and Safety,Chalcones,0,0,1,Sugar,722.6080000000002,2.0354000000000014,290.42999999999995,0.22857142857142856,pass,4.68,-0.683379269449493,-0.683379269449493,-0.6833792694494933,1,1,1,1,IC50,-0.683379269449493,3.3306690738754696e-16,0,Caryophy_Santalales
XQVKQEFQGYTUAR-VHBRHXFYSA-N,General Assays and Safety,Chalcones,0,0,1,Sugar,874.7130000000003,3.016900000000004,357.19,0.19047619047619047,pass,5.1,-0.0847579553783412,-0.0847579553783412,-0.08475795537834119,1,1,1,1,IC50,-0.0847579553783412,-1.3877787807814457e-17,0,Caryophy_Santalales
QKXUXZSVOPLDOD-GCTHYFALSA-N,Infectious Diseases,Proanthocyanins,0,0,0,Simple,1323.0960000000005,7.388399999999991,531.4200000000002,0.13636363636363635,pass,4.77,-0.349349886073062,-0.349349886073062,-0.3493498860730624,1,1,1,1,EC50,-0.349349886073062,3.885780586188048e-16,0,Caryophy_Santalales
UJNCWORGHSATHA-XWSAIMBSSA-N,Infectious Diseases,Chalcones,0,0,1,Sugar,722.6080000000002,2.0354000000000014,290.42999999999995,0.22857142857142856,pass,6.1,1.98960796260842,1.98960796260842,1.989607962608419,1,1,1,1,IC50,1.98960796260842,8.881784197001252e-16,0,Caryophy_Santalales
DQBZPEAEXINSNR-QUCAXYRHSA-N,Inflammation and Proteolysis,Flavanones,0,0,1,Sugar,720.6360000000005,1.9652000000000034,265.52,0.3055555555555556,pass,5.04,-0.0184855884145436,-0.0184855884145436,-0.018485588414543598,1,1,1,1,IC50,-0.0184855884145436,-3.469446951953614e-18,0,Caryophy_Santalales
FTKAVFCYTQUGTN-BNDLDUQUSA-N,Inflammation and Proteolysis,Flavanones,0,0,1,Sugar,704.6370000000005,2.259600000000004,245.28999999999996,0.3055555555555556,pass,4.88,-0.216119529067725,-0.216119529067725,-0.21611952906772466,1,1,1,1,IC50,-0.216119529067725,-3.3306690738754696e-16,0,Caryophy_Santalales
NCWLTPKGFNPAMP-UHFFFAOYSA-N,Inflammation and Proteolysis,Rotenoids,0,0,0,Simple,328.276,2.26852,120.36000000000001,0.11764705882352941,pass,4.62,-0.537274682629143,-0.537274682629143,-0.5372746826291434,1,1,1,1,IC50,-0.537274682629143,3.3306690738754696e-16,0,Caryophy_Santalales
TXTGITRXQUOAJM-UHFFFAOYSA-N,Inflammation and Proteolysis,Rotenoids,0,0,0,Simple,326.30400000000003,3.217020000000002,89.13,0.16666666666666666,pass,4.48,-0.710204380700676,-0.710204380700676,-0.7102043807006763,1,1,1,1,IC50,-0.710204380700676,2.220446049250313e-16,0,Caryophy_Santalales
WVRDOLPMKOCJRJ-DENIHFKCSA-N,Inflammation and Proteolysis,Flavan-3-ols,1,0,0,Methoxy,472.40200000000016,2.536200000000001,186.37,0.17391304347826086,pass,5.06,0.00621865416710349,0.00621865416710349,0.006218654167103487,3,3,3,1,IC50,0.00621865416710349,2.6020852139652106e-18,0,Caryophy_Santalales
YVVDYYFGAWQOGB-UHFFFAOYSA-N,Inflammation and Proteolysis,Rotenoids,0,0,0,Simple,312.27700000000004,2.5629200000000014,100.13000000000001,0.11764705882352941,pass,4.6,-0.561978925210792,-0.561978925210792,-0.5619789252107915,1,1,1,1,IC50,-0.561978925210792,-4.440892098500626e-16,0,Caryophy_Santalales
OKBWVJGQTFYYQA-UHFFFAOYSA-N,Metabolic Enzymes,Neoflavonoids,1,0,0,Methoxy,286.283,2.5474000000000006,75.99000000000001,0.1875,pass,4.08,-1.46396028836713,-1.46396028836713,-1.4639602883671348,1,1,1,1,IC50,-1.46396028836713,4.6629367034256575e-15,0,Caryophy_Santalales
WKMQGQZPDSFACZ-QPJJXVBHSA-N,Metabolic Enzymes,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,4.38,-1.07141279714148,-1.07141279714148,-1.071412797141483,1,1,1,1,IC50,-1.07141279714148,3.1086244689504383e-15,0,Caryophy_Santalales
YFBYVGLTPVOMJI-UHFFFAOYSA-N,Metabolic Enzymes,Neoflavonoids,0,0,0,Simple,272.25600000000003,2.2444000000000006,86.99000000000001,0.13333333333333333,pass,4.71,-0.639610556793266,-0.639610556793266,-0.6396105567932657,1,1,1,1,IC50,-0.639610556793266,-2.220446049250313e-16,0,Caryophy_Santalales
NCWLTPKGFNPAMP-UHFFFAOYSA-N,Neuroscience Targets,Rotenoids,0,0,0,Simple,328.276,2.26852,120.36000000000001,0.11764705882352941,pass,5.25,0.415528091984357,0.415528091984357,0.4155280919843574,1,1,1,1,IC50,0.415528091984357,-4.440892098500626e-16,0,Caryophy_Santalales
SUWMBRRWYKHHDH-UHFFFAOYSA-N,Neuroscience Targets,Rotenoids,1,0,0,Methoxy,342.30300000000005,2.571520000000001,109.36000000000001,0.16666666666666666,pass,5.37,0.5461048326044415,0.5461048326044415,0.5461048326044418,2,2,2,2,IC50;Ki,0.5461048326044415,-2.220446049250313e-16,0,Caryophy_Santalales
WKMQGQZPDSFACZ-QPJJXVBHSA-N,Neuroscience Targets,Chalcones,0,0,0,Simple,256.257,2.699500000000001,77.76,0,pass,4.57,-0.71620820969725,-0.71620820969725,-0.7162082096972502,1,1,1,1,IC50,-0.71620820969725,2.220446049250313e-16,0,Caryophy_Santalales
ZESAOJOQKPXOPG-UHFFFAOYSA-N,Neuroscience Targets,Rotenoids,0,0,0,Simple,342.3030000000001,2.9226200000000015,109.36000000000001,0.16666666666666666,pass,5.3100000000000005,0.4502671486143195,0.4502671486143195,0.4502671486143194,2,2,2,2,IC50;Ki,0.4502671486143195,1.1102230246251565e-16,0,Caryophy_Santalales
DOVKRLBLJULZLC-DFROKGSNSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,712.6570000000004,0.41779999999999956,251.35999999999996,0.37142857142857144,pass,4.83,-0.00418217427014808,-0.00418217427014808,-0.004182174270148083,1,1,1,1,IC50,-0.00418217427014808,2.6020852139652106e-18,0,Caryophy_Santalales
DQBZPEAEXINSNR-QUCAXYRHSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,720.6360000000005,1.9652000000000034,265.52,0.3055555555555556,pass,4.31,-0.944117694393163,-0.944117694393163,-0.9441176943931632,1,1,1,1,IC50,-0.944117694393163,2.220446049250313e-16,0,Caryophy_Santalales
FTKAVFCYTQUGTN-BNDLDUQUSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,704.6370000000005,2.259600000000004,245.28999999999996,0.3055555555555556,pass,4.41,-0.763360863600275,-0.763360863600275,-0.7633608636002749,1,1,1,1,IC50,-0.763360863600275,-1.1102230246251565e-16,0,Caryophy_Santalales
KZQCCKUDYVSOLC-YMTXFHFDSA-N,Phenotypic: Cancer and Cells,Flavanones,1,0,1,Methoxy+Sugar,464.4230000000002,-0.008400000000000796,175.37,0.4090909090909091,pass,4.63,-0.365695835855923,-0.365695835855923,-0.36569583585592313,1,1,1,1,IC50,-0.365695835855923,1.1102230246251565e-16,0,Caryophy_Santalales
XJWKDASPAHTQCB-SJNSNYLYSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,580.5420000000005,1.9529,192.44,0.26666666666666666,pass,4.6,-0.41992288509379,-0.41992288509379,-0.4199228850937898,1,1,1,1,IC50,-0.41992288509379,-2.220446049250313e-16,0,Caryophy_Santalales
ZIZXPWFXOVLFSV-SJNSNYLYSA-N,Phenotypic: Cancer and Cells,Flavanones,0,0,1,Sugar,580.5420000000005,1.9528999999999992,192.43999999999997,0.26666666666666666,pass,4.81,-0.0403335404287264,-0.0403335404287264,-0.04033354042872639,1,1,1,1,IC50,-0.0403335404287264,-1.3877787807814457e-17,0,Caryophy_Santalales
AETKQQBRKSELEL-ZHACJKMWSA-N,Cell Signaling and Survival,Chalcones,0,0,0,Simple,224.25900000000001,3.2883000000000018,37.3,0,pass,4.84,-0.32956437182757,-0.32956437182757,-0.3295643718275701,2,2,2,1,IC50,-0.32956437182757,1.1102230246251565e-16,0,Magnoliids
TVWVHFSJQNXIRZ-UHFFFAOYSA-N,Cell Signaling and Survival,Flavanones,1,0,0,Methoxy,300.3100000000001,3.1159000000000017,64.99000000000001,0.23529411764705882,pass,4.66,-0.568200073247786,-0.568200073247786,-0.5682000732477857,1,1,1,1,IC50,-0.568200073247786,-3.3306690738754696e-16,0,Magnoliids
TVWVHFSJQNXIRZ-UHFFFAOYSA-N,Gene Regulation,Flavanones,1,0,0,Methoxy,300.3100000000001,3.1159000000000017,64.99000000000001,0.23529411764705882,pass,4.175,-1.34261389819859,-1.34261389819859,-1.342613898198587,2,2,2,1,IC50,-1.34261389819859,-3.1086244689504383e-15,0,Magnoliids
AETKQQBRKSELEL-ZHACJKMWSA-N,General Assays and Safety,Chalcones,0,0,0,Simple,224.25900000000001,3.2883000000000018,37.3,0,pass,4.745,-0.4045801080966926,-0.4045801080966926,-0.40458010809669265,2,2,2,2,EC50;IC50,-0.4045801080966926,5.551115123125783e-17,0,Magnoliids
AETKQQBRKSELEL-ZHACJKMWSA-N,Infectious Diseases,Chalcones,0,0,0,Simple,224.25900000000001,3.2883000000000018,37.3,0,pass,4.54,-0.827651935780319,-0.827651935780319,-0.8276519357803188,1,1,1,1,EC50,-0.827651935780319,-2.220446049250313e-16,0,Magnoliids
HAZLNOUWLROAAU-KQFLDCGVSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,660.7630000000003,8.799200000000004,141.36,0.24390243902439024,pass,5.54,0.982637852924024,0.982637852924024,0.982637852924024,1,1,1,1,IC50,0.982637852924024,0,0,Magnoliids
JHLIRXZGNHHBHX-RIYZIHGNSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,458.5100000000003,5.747300000000006,104.06000000000002,0.21428571428571427,pass,4.14,-1.53478742128697,-1.53478742128697,-1.5347874212869663,1,1,1,1,IC50,-1.53478742128697,-3.774758283725532e-15,0,Magnoliids
KBNCXSMEPKTSAW-QSVOBOOJSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,596.6760000000003,7.418800000000008,73.84000000000002,0.2777777777777778,pass,5.41,0.748876934604432,0.748876934604432,0.7488769346044323,1,1,1,1,IC50,0.748876934604432,-2.220446049250313e-16,0,Magnoliids
KSBALECVCJXYHU-IBGZPJMESA-N,Infectious Diseases,Flavanones,0,0,0,Simple,362.38100000000003,4.100700000000003,86.99000000000001,0.13636363636363635,pass,5.54,0.982637852924024,0.982637852924024,0.982637852924024,1,1,1,1,IC50,0.982637852924024,0,0,Magnoliids
MHQGUSXLFCTZRO-CEUGJKJPSA-N,Infectious Diseases,Proanthocyanins,0,0,0,Simple,1441.2750000000005,7.140200000000001,540.9000000000002,0.2,pass,4.5,-0.887449493632711,-0.887449493632711,-0.8874494936327113,1,1,1,1,IC50,-0.887449493632711,3.3306690738754696e-16,0,Magnoliids
OCGIXADHTXAPKN-MDZDMXLPSA-N,Infectious Diseases,Chalcones,1,0,0,Methoxy,314.3370000000001,3.3141000000000016,64.99000000000001,0.16666666666666666,pass,6.1,1.98960796260842,1.98960796260842,1.989607962608419,1,1,1,1,IC50,1.98960796260842,8.881784197001252e-16,0,Magnoliids
OJZQYJGQIQVZMQ-UXHICEINSA-N,Infectious Diseases,Chalcones,1,1,0,Methoxy+Prenyl,408.5380000000002,6.017800000000005,66.76,0.4230769230769231,pass,5.25,0.461171188980319,0.461171188980319,0.4611711889803189,1,1,1,1,IC50,0.461171188980319,1.1102230246251565e-16,0,Magnoliids
QNDUJCPJQJQOAB-IDRAWEHWSA-N,Infectious Diseases,Chalcones,0,1,0,Prenyl,254.28499999999997,2.6984000000000004,43.370000000000005,0.125,pass,4.5,-0.887449493632711,-0.887449493632711,-0.8874494936327113,3,3,3,1,IC50,-0.887449493632711,3.3306690738754696e-16,0,Magnoliids
RAGZNEMPFYNJSA-KQFLDCGVSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,660.7630000000004,8.799200000000004,141.36,0.24390243902439024,pass,5.75,1.36025164405567,1.36025164405567,1.3602516440556724,1,1,1,1,IC50,1.36025164405567,-2.4424906541753444e-15,0,Magnoliids
RGZSPQYXJSDKAN-FWSOMWAYSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,660.7630000000004,8.690300000000004,141.36,0.24390243902439024,pass,5.38,0.694932107299911,0.694932107299911,0.6949321072999106,1,1,1,1,IC50,0.694932107299911,3.3306690738754696e-16,0,Magnoliids
SBOVSSLXUHHHLZ-CCEZHUSRSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,458.5100000000003,5.8562000000000065,104.06000000000002,0.21428571428571427,pass,4.83,-0.294056393282978,-0.294056393282978,-0.2940563932829779,1,1,1,1,IC50,-0.294056393282978,-1.1102230246251565e-16,0,Magnoliids
SBOVSSLXUHHHLZ-LEWPLENUSA-N,Infectious Diseases,Flavanones,0,0,0,Simple,458.5100000000003,5.8562000000000065,104.06000000000002,0.21428571428571427,pass,5.13,0.245391879762234,0.245391879762234,0.24539187976223387,1,1,1,1,IC50,0.245391879762234,1.3877787807814457e-16,0,Magnoliids
SBOVSSLXUHHHLZ-MRHSSXLISA-N,Infectious Diseases,Flavanones,0,0,0,Simple,458.5100000000003,5.8562000000000065,104.06000000000002,0.21428571428571427,pass,4.57,-0.761578229922161,-0.761578229922161,-0.7615782299221613,1,1,1,1,IC50,-0.761578229922161,3.3306690738754696e-16,0,Magnoliids
