key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
piper montealegreanum,1,1,1,1,1,Piper montealegreanum,accepted,wfo-0000486411,Piper montealegreanum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper murrayanum,1,1,1,1,1,Piper murrayanum,accepted,wfo-0000486527,Piper murrayanum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper nigrum,1,1,1,1,1,Piper nigrum,accepted,wfo-0000486494,Piper nigrum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper permucronatum,1,1,1,1,1,Piper permucronatum,accepted,wfo-0001254038,Piper permucronatum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper porphyrophyllum,1,1,1,1,1,Piper porphyrophyllum,accepted,wfo-0000485437,Piper porphyrophyllum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper pseudofuligineum,1,1,1,1,1,Piper pseudofuligineum,accepted,wfo-0000485558,Piper pseudofuligineum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper rusbyi,1,1,1,1,1,Piper rusbyi,accepted,wfo-0001093863,Piper rusbyi,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piper sanctum,1,1,1,1,1,Piper sanctum,synonym,wfo-0000479549,Piper auritum,Piperaceae,Piper,species,TRUE,TRUE,FALSE,single_accepted_id
piper sintenense,1,1,1,1,1,Piper sintenense,accepted,wfo-0001094079,Piper sintenense,Piperaceae,Piper,species,FALSE,FALSE,TRUE,single_accepted_id
piper tuberculatum,1,1,1,1,1,Piper tuberculatum,accepted,wfo-0000487491,Piper tuberculatum,Piperaceae,Piper,species,FALSE,FALSE,TRUE,single_accepted_id
piper umbellatum,1,1,1,1,1,Piper umbellatum,accepted,wfo-0000487600,Piper umbellatum,Piperaceae,Piper,species,TRUE,TRUE,TRUE,single_accepted_id
piscidia piscipula,1,1,1,1,1,Piscidia piscipula,accepted,wfo-0000168417,Piscidia piscipula,Fabaceae,Piscidia,species,TRUE,TRUE,TRUE,single_accepted_id
pisonia aculeata,1,1,1,1,1,Pisonia aculeata,accepted,wfo-0000476234,Pisonia aculeata,Nyctaginaceae,Pisonia,species,TRUE,TRUE,TRUE,single_accepted_id
pisonia umbellifera,1,1,1,1,1,Pisonia umbellifera,accepted,wfo-0001086710,Pisonia umbellifera,Nyctaginaceae,Pisonia,species,TRUE,TRUE,TRUE,single_accepted_id
pistacia lentiscus,1,1,1,1,1,Pistacia lentiscus,accepted,wfo-0000394118,Pistacia lentiscus,Anacardiaceae,Pistacia,species,TRUE,TRUE,TRUE,single_accepted_id
pistacia vera,1,1,1,1,1,Pistacia vera,accepted,wfo-0000393766,Pistacia vera,Anacardiaceae,Pistacia,species,TRUE,TRUE,TRUE,single_accepted_id
pisum sativum,1,1,1,1,1,Pisum sativum,synonym,wfo-0000214337,Lathyrus oleraceus,Fabaceae,Lathyrus,species,TRUE,TRUE,FALSE,single_accepted_id
pithecellobium dulce,1,1,1,1,1,Pithecellobium dulce,accepted,wfo-0000178252,Pithecellobium dulce,Fabaceae,Pithecellobium,species,TRUE,TRUE,TRUE,single_accepted_id
pittocaulon praecox,1,1,1,1,1,Pittocaulon praecox,synonym,wfo-0000017618,Senecio praecox,Asteraceae,Senecio,species,TRUE,TRUE,FALSE,single_accepted_id
pittocaulon velatum,1,1,1,1,1,Pittocaulon velatum,accepted,wfo-0000036531,Pittocaulon velatum,Asteraceae,Pittocaulon,species,TRUE,TRUE,TRUE,single_accepted_id
pityrogramma,1,1,1,1,1,Pityrogramma,accepted,wfo-4000029942,Pityrogramma,Pteridaceae,Pityrogramma,genus,TRUE,TRUE,TRUE,single_accepted_id
pityrogramma calomelanos,1,1,1,1,1,Pityrogramma calomelanos,accepted,wfo-0001107385,Pityrogramma calomelanos,Pteridaceae,Pityrogramma,species,TRUE,TRUE,TRUE,single_accepted_id
pityrogramma chrysophylla,1,1,1,1,1,Pityrogramma chrysophylla,accepted,wfo-0001109227,Pityrogramma chrysophylla,Pteridaceae,Pityrogramma,species,TRUE,TRUE,TRUE,single_accepted_id
pityrogramma ebenea,1,1,1,1,1,Pityrogramma ebenea,accepted,wfo-0001109228,Pityrogramma ebenea,Pteridaceae,Pityrogramma,species,TRUE,TRUE,TRUE,single_accepted_id
pityrogramma tartarea,2,2,1,1,1,Pityrogramma tartarea,synonym,wfo-0001109228,Pityrogramma ebenea,Pteridaceae,Pityrogramma,species,TRUE,TRUE,FALSE,single_accepted_id
plagiomnium undulatum,1,1,1,1,1,Plagiomnium undulatum,accepted,wfo-0001186539,Plagiomnium undulatum,Mniaceae,Plagiomnium,species,TRUE,TRUE,TRUE,single_accepted_id
plagius grandis,1,1,1,1,1,Plagius grandis,accepted,wfo-0000062203,Plagius grandis,Asteraceae,Plagius,species,TRUE,TRUE,TRUE,single_accepted_id
plantago asiatica,1,1,1,1,1,Plantago asiatica,accepted,wfo-0000487709,Plantago asiatica,Plantaginaceae,Plantago,species,TRUE,TRUE,TRUE,single_accepted_id
plantago depressa,1,1,1,1,1,Plantago depressa,accepted,wfo-0000486802,Plantago depressa,Plantaginaceae,Plantago,species,TRUE,TRUE,TRUE,single_accepted_id
plantago major subsp. intermedia,1,1,1,1,1,Plantago major subsp. intermedia,accepted,wfo-0000745393,Plantago major subsp. intermedia,Plantaginaceae,Plantago,subspecies,FALSE,FALSE,TRUE,single_accepted_id
plantago major subsp. major,1,1,1,1,1,Plantago major subsp. major,accepted,wfo-0001316375,Plantago major subsp. major,Plantaginaceae,Plantago,subspecies,FALSE,FALSE,TRUE,single_accepted_id
platanus acerifolia,2,2,1,1,1,Platanus acerifolia,accepted | unchecked,wfo-0001095140,Platanus acerifolia,Platanaceae,Platanus,species,TRUE,TRUE,TRUE,single_accepted_id
platanus occidentalis,1,1,1,1,1,Platanus occidentalis,accepted,wfo-0000487082,Platanus occidentalis,Platanaceae,Platanus,species,TRUE,TRUE,TRUE,single_accepted_id
platanus orientalis,1,1,1,1,1,Platanus orientalis,accepted,wfo-0000487086,Platanus orientalis,Platanaceae,Platanus,species,TRUE,TRUE,TRUE,single_accepted_id
plathymenia reticulata,1,1,1,1,1,Plathymenia reticulata,accepted,wfo-0000182203,Plathymenia reticulata,Fabaceae,Plathymenia,species,TRUE,TRUE,TRUE,single_accepted_id
platycarya strobilacea,1,1,1,1,1,Platycarya strobilacea,accepted,wfo-0001067482,Platycarya strobilacea,Juglandaceae,Platycarya,species,TRUE,TRUE,TRUE,single_accepted_id
