key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
alpinia formosana,1,1,1,1,1,Alpinia formosana,accepted,wfo-0000338484,Alpinia formosana,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia hainanensis,1,1,1,1,1,Alpinia hainanensis,accepted,wfo-0000338515,Alpinia hainanensis,Zingiberaceae,Alpinia,species,FALSE,FALSE,TRUE,single_accepted_id
alpinia japonica,1,1,1,1,1,Alpinia japonica,accepted,wfo-0000338545,Alpinia japonica,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia katsumadai,1,1,1,1,1,Alpinia katsumadai,synonym,wfo-0000338515,Alpinia hainanensis,Zingiberaceae,Alpinia,species,TRUE,TRUE,FALSE,single_accepted_id
alpinia mutica,1,1,1,1,1,Alpinia mutica,accepted,wfo-0000338632,Alpinia mutica,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia oceanica,1,1,1,1,1,Alpinia oceanica,accepted,wfo-0000338652,Alpinia oceanica,Zingiberaceae,Alpinia,species,FALSE,FALSE,TRUE,single_accepted_id
alpinia officinarum,1,1,1,1,1,Alpinia officinarum,accepted,wfo-0000338655,Alpinia officinarum,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia pinnanensis,1,1,1,1,1,Alpinia pinnanensis,accepted,wfo-0000338688,Alpinia pinnanensis,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia pricei,1,1,1,1,1,Alpinia pricei,accepted,wfo-0000338700,Alpinia pricei,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia pulcherrima,1,1,1,1,1,Alpinia pulcherrima,accepted,wfo-0000338709,Alpinia pulcherrima,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia rafflesiana,1,1,1,1,1,Alpinia rafflesiana,accepted,wfo-0000338724,Alpinia rafflesiana,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia roxburghii,1,1,1,1,1,Alpinia roxburghii,accepted,wfo-0000338744,Alpinia roxburghii,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alpinia zerumbet,1,1,1,1,1,Alpinia zerumbet,accepted,wfo-0000338850,Alpinia zerumbet,Zingiberaceae,Alpinia,species,TRUE,TRUE,TRUE,single_accepted_id
alsophila spinulosa,1,1,1,1,1,Alsophila spinulosa,accepted,wfo-0001126562,Alsophila spinulosa,Cyatheaceae,Alsophila,species,TRUE,TRUE,TRUE,single_accepted_id
alstonia scholaris,1,1,1,1,1,Alstonia scholaris,accepted,wfo-0001257712,Alstonia scholaris,Apocynaceae,Alstonia,species,TRUE,TRUE,TRUE,single_accepted_id
althaea armeniaca,1,1,1,1,1,Althaea armeniaca,accepted,wfo-0000528902,Althaea armeniaca,Malvaceae,Althaea,species,TRUE,TRUE,TRUE,single_accepted_id
althaea broussonetiifolia,1,1,1,1,1,Althaea broussonetiifolia,synonym,wfo-0000528902,Althaea armeniaca,Malvaceae,Althaea,species,TRUE,TRUE,FALSE,single_accepted_id
althaea cannabina,1,1,1,1,1,Althaea cannabina,accepted,wfo-0000528921,Althaea cannabina,Malvaceae,Althaea,species,TRUE,TRUE,TRUE,single_accepted_id
althaea narbonensis,1,1,1,1,1,Althaea narbonensis,synonym,wfo-0000528921,Althaea cannabina,Malvaceae,Althaea,species,TRUE,TRUE,FALSE,single_accepted_id
althaea officinalis,1,1,1,1,1,Althaea officinalis,accepted,wfo-0000529011,Althaea officinalis,Malvaceae,Althaea,species,TRUE,TRUE,TRUE,single_accepted_id
althaea rosea,1,1,1,1,1,Althaea rosea,synonym,wfo-0000525183,Alcea rosea,Malvaceae,Alcea,species,TRUE,TRUE,FALSE,single_accepted_id
ambrosia arborescens,1,1,1,1,1,Ambrosia arborescens,accepted,wfo-0000043582,Ambrosia arborescens,Asteraceae,Ambrosia,species,FALSE,FALSE,TRUE,single_accepted_id
ambrosia bidentata,1,1,1,1,1,Ambrosia bidentata,accepted,wfo-0000091698,Ambrosia bidentata,Asteraceae,Ambrosia,species,TRUE,TRUE,TRUE,single_accepted_id
ambrosia monogyra,1,1,1,1,1,Ambrosia monogyra,accepted,wfo-0000082686,Ambrosia monogyra,Asteraceae,Ambrosia,species,TRUE,TRUE,TRUE,single_accepted_id
ambrosia salsola,1,1,1,1,1,Ambrosia salsola,accepted,wfo-0000033506,Ambrosia salsola,Asteraceae,Ambrosia,species,TRUE,TRUE,TRUE,single_accepted_id
amburana cearensis,1,1,1,1,1,Amburana cearensis,accepted,wfo-0000182165,Amburana cearensis,Fabaceae,Amburana,species,TRUE,TRUE,TRUE,single_accepted_id
ammodendron bifolium,1,1,1,1,1,Ammodendron bifolium,accepted,wfo-0000185596,Ammodendron bifolium,Fabaceae,Ammodendron,species,TRUE,TRUE,TRUE,single_accepted_id
ammopiptanthus mongolicus,1,1,1,1,1,Ammopiptanthus mongolicus,accepted,wfo-0000186210,Ammopiptanthus mongolicus,Fabaceae,Ammopiptanthus,species,TRUE,TRUE,TRUE,single_accepted_id
amomum sceptrum,1,1,1,1,1,Amomum sceptrum,synonym,wfo-0000338106,Aframomum sceptrum,Zingiberaceae,Aframomum,species,TRUE,TRUE,FALSE,single_accepted_id
amomum subulatum,1,1,1,1,1,Amomum subulatum,accepted,wfo-0000339263,Amomum subulatum,Zingiberaceae,Amomum,species,TRUE,TRUE,TRUE,single_accepted_id
amorpha canescens,2,2,1,1,1,Amorpha canescens,accepted | unchecked,wfo-0000178822,Amorpha canescens,Fabaceae,Amorpha,species,TRUE,TRUE,TRUE,single_accepted_id
ampelopsis,1,1,1,1,1,Ampelopsis,accepted,wfo-4000001672,Ampelopsis,Vitaceae,Ampelopsis,genus,TRUE,TRUE,TRUE,single_accepted_id
ampelopsis glandulosa var. heterophylla,1,1,1,1,1,Ampelopsis glandulosa var. heterophylla,accepted,wfo-0000531675,Ampelopsis glandulosa var. heterophylla,Vitaceae,Ampelopsis,variety,FALSE,FALSE,TRUE,single_accepted_id
ampelopsis grossedentata,1,1,1,1,1,Ampelopsis grossedentata,synonym,wfo-0001340501,Nekemias grossedentata,Vitaceae,Nekemias,species,TRUE,TRUE,FALSE,single_accepted_id
ampelopsis japonica,1,1,1,1,1,Ampelopsis japonica,accepted,wfo-0000531708,Ampelopsis japonica,Vitaceae,Ampelopsis,species,TRUE,TRUE,TRUE,single_accepted_id
amphimas pterocarpoides,1,1,1,1,1,Amphimas pterocarpoides,accepted,wfo-0000211895,Amphimas pterocarpoides,Fabaceae,Amphimas,species,TRUE,TRUE,TRUE,single_accepted_id
anacardium nanum,1,1,1,1,1,Anacardium nanum,accepted,wfo-0000533070,Anacardium nanum,Anacardiaceae,Anacardium,species,FALSE,FALSE,TRUE,single_accepted_id
anacardium occidentale,1,1,1,1,1,Anacardium occidentale,accepted,wfo-0000533072,Anacardium occidentale,Anacardiaceae,Anacardium,species,TRUE,TRUE,TRUE,single_accepted_id
anadenanthera colubrina,1,1,1,1,1,Anadenanthera colubrina,accepted,wfo-0000169564,Anadenanthera colubrina,Fabaceae,Anadenanthera,species,TRUE,TRUE,TRUE,single_accepted_id
ananas comosus,1,1,1,1,1,Ananas comosus,accepted,wfo-0000339432,Ananas comosus,Bromeliaceae,Ananas,species,TRUE,TRUE,TRUE,single_accepted_id
anaphalis lactea,1,1,1,1,1,Anaphalis lactea,accepted,wfo-0000013395,Anaphalis lactea,Asteraceae,Anaphalis,species,TRUE,TRUE,TRUE,single_accepted_id
anaphalis subumbellata,1,1,1,1,1,Anaphalis subumbellata,accepted,wfo-0000004294,Anaphalis subumbellata,Asteraceae,Anaphalis,species,TRUE,TRUE,TRUE,single_accepted_id
anastatica hierochuntica,1,1,1,1,1,Anastatica hierochuntica,accepted,wfo-0000533427,Anastatica hierochuntica,Brassicaceae,Anastatica,species,TRUE,TRUE,TRUE,single_accepted_id
anaxagorea luzonensis,1,1,1,1,1,Anaxagorea luzonensis,accepted,wfo-0000533464,Anaxagorea luzonensis,Annonaceae,Anaxagorea,species,TRUE,TRUE,TRUE,single_accepted_id
anchomanes difformis,1,1,1,1,1,Anchomanes difformis,accepted,wfo-0000970027,Anchomanes difformis,Araceae,Anchomanes,species,TRUE,TRUE,TRUE,single_accepted_id
andira inermis,1,1,1,1,1,Andira inermis,accepted,wfo-0000171592,Andira inermis,Fabaceae,Andira,species,TRUE,TRUE,TRUE,single_accepted_id
andira parviflora,1,1,1,1,1,Andira parviflora,accepted,wfo-0000169585,Andira parviflora,Fabaceae,Andira,species,TRUE,TRUE,TRUE,single_accepted_id
andira surinamensis,1,1,1,1,1,Andira surinamensis,accepted,wfo-0000169589,Andira surinamensis,Fabaceae,Andira,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis affinis,1,1,1,1,1,Andrographis affinis,accepted,wfo-0000534034,Andrographis affinis,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis echioides,1,1,1,1,1,Andrographis echioides,accepted,wfo-0000534042,Andrographis echioides,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis lineata,1,1,1,1,1,Andrographis lineata,accepted,wfo-0000534054,Andrographis lineata,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis macrobotrys,1,1,1,1,1,Andrographis macrobotrys,accepted,wfo-0000534057,Andrographis macrobotrys,Acanthaceae,Andrographis,species,FALSE,FALSE,TRUE,single_accepted_id
andrographis paniculata,1,1,1,1,1,Andrographis paniculata,accepted,wfo-0000534069,Andrographis paniculata,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis rothii,1,1,1,1,1,Andrographis rothii,accepted,wfo-0000534074,Andrographis rothii,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis stellulata,1,1,1,1,1,Andrographis stellulata,accepted,wfo-0000534078,Andrographis stellulata,Acanthaceae,Andrographis,species,FALSE,FALSE,TRUE,single_accepted_id
andrographis stenophylla,1,1,1,1,1,Andrographis stenophylla,accepted,wfo-0000534079,Andrographis stenophylla,Acanthaceae,Andrographis,species,TRUE,TRUE,TRUE,single_accepted_id
andrographis viscosula,1,1,1,1,1,Andrographis viscosula,accepted,wfo-0000534085,Andrographis viscosula,Acanthaceae,Andrographis,species,FALSE,FALSE,TRUE,single_accepted_id
anemarrhena asphodeloides,1,1,1,1,1,Anemarrhena asphodeloides,accepted,wfo-0000760083,Anemarrhena asphodeloides,Asparagaceae,Anemarrhena,species,TRUE,TRUE,TRUE,single_accepted_id
anemone coronaria,1,1,1,1,1,Anemone coronaria,accepted,wfo-0000535196,Anemone coronaria,Ranunculaceae,Anemone,species,TRUE,TRUE,TRUE,single_accepted_id
anemopaegma arvense,1,1,1,1,1,Anemopaegma arvense,accepted,wfo-0000780963,Anemopaegma arvense,Bignoniaceae,Anemopaegma,species,FALSE,TRUE,TRUE,single_accepted_id
angelica keiskei,1,1,1,1,1,Angelica keiskei,accepted,wfo-0000536243,Angelica keiskei,Apiaceae,Angelica,species,TRUE,TRUE,TRUE,single_accepted_id
angophora costata,1,1,1,1,1,Angophora costata,accepted,wfo-0000973356,Angophora costata,Myrtaceae,Angophora,species,TRUE,TRUE,TRUE,single_accepted_id
angostura granulosa,1,1,1,1,1,Angostura granulosa,accepted,wfo-0000536561,Angostura granulosa,Rutaceae,Angostura,species,TRUE,TRUE,TRUE,single_accepted_id
aniba riparia,1,1,1,1,1,Aniba riparia,accepted,wfo-0000536888,Aniba riparia,Lauraceae,Aniba,species,TRUE,TRUE,TRUE,single_accepted_id
aniba rosaeodora,1,1,1,1,1,Aniba rosaeodora,accepted,wfo-0000536890,Aniba rosaeodora,Lauraceae,Aniba,species,TRUE,TRUE,TRUE,single_accepted_id
anisomeles indica,1,1,1,1,1,Anisomeles indica,accepted,wfo-0000982244,Anisomeles indica,Lamiaceae,Anisomeles,species,TRUE,TRUE,TRUE,single_accepted_id
annona ambotay,1,1,1,1,1,Annona ambotay,accepted,wfo-0000537666,Annona ambotay,Annonaceae,Annona,species,TRUE,TRUE,TRUE,single_accepted_id
annona mucosa,1,1,1,1,1,Annona mucosa,accepted,wfo-0000537847,Annona mucosa,Annonaceae,Annona,species,FALSE,FALSE,TRUE,single_accepted_id
anogeissus acuminata,1,1,1,1,1,Anogeissus acuminata,synonym,wfo-0001421875,Terminalia phillyreifolia,Combretaceae,Terminalia,species,TRUE,TRUE,FALSE,single_accepted_id
anthelepis paludosa,1,1,1,1,1,Anthelepis paludosa,accepted,wfo-1000020453,Anthelepis paludosa,Cyperaceae,Anthelepis,species,FALSE,FALSE,TRUE,single_accepted_id
anthelepis undulata,1,1,1,1,1,Anthelepis undulata,accepted,wfo-1000020454,Anthelepis undulata,Cyperaceae,Anthelepis,species,FALSE,FALSE,TRUE,single_accepted_id
anthemis auriculata,1,1,1,1,1,Anthemis auriculata,accepted,wfo-0000000365,Anthemis auriculata,Asteraceae,Anthemis,species,TRUE,TRUE,TRUE,single_accepted_id
anthemis candidissima,1,1,1,1,1,Anthemis candidissima,accepted,wfo-0000063579,Anthemis candidissima,Asteraceae,Anthemis,species,FALSE,FALSE,TRUE,single_accepted_id
antheroporum pierrei,1,1,1,1,1,Antheroporum pierrei,accepted,wfo-0000185939,Antheroporum pierrei,Fabaceae,Antheroporum,species,TRUE,TRUE,TRUE,single_accepted_id
anthyllis hermanniae,1,1,1,1,1,Anthyllis hermanniae,accepted,wfo-0000213515,Anthyllis hermanniae,Fabaceae,Anthyllis,species,TRUE,TRUE,TRUE,single_accepted_id
antiaris toxicaria,1,1,1,1,1,Antiaris toxicaria,accepted,wfo-0000538857,Antiaris toxicaria,Moraceae,Antiaris,species,TRUE,TRUE,TRUE,single_accepted_id
antiphiona fragrans,1,1,1,1,1,Antiphiona fragrans,accepted,wfo-0000115439,Antiphiona fragrans,Asteraceae,Antiphiona,species,TRUE,TRUE,TRUE,single_accepted_id
antiphiona pinnatisecta,1,1,1,1,1,Antiphiona pinnatisecta,accepted,wfo-0000125572,Antiphiona pinnatisecta,Asteraceae,Antiphiona,species,TRUE,TRUE,TRUE,single_accepted_id
antirrhinum majus,2,2,1,1,1,Antirrhinum majus | Antirrhinum majus unranked striatum,accepted | synonym,wfo-0000539365,Antirrhinum majus,Plantaginaceae,Antirrhinum,species,TRUE,TRUE,TRUE,single_accepted_id
apios americana,1,1,1,1,1,Apios americana,accepted,wfo-0000213520,Apios americana,Fabaceae,Apios,species,TRUE,TRUE,TRUE,single_accepted_id
apium graveolens,1,1,1,1,1,Apium graveolens,accepted,wfo-0000540626,Apium graveolens,Apiaceae,Apium,species,TRUE,TRUE,TRUE,single_accepted_id
apocynum venetum,1,1,1,1,1,Apocynum venetum,accepted,wfo-0000245931,Apocynum venetum,Apocynaceae,Apocynum,species,FALSE,FALSE,TRUE,single_accepted_id
apuleia leiocarpa,1,1,1,1,1,Apuleia leiocarpa,accepted,wfo-0000186778,Apuleia leiocarpa,Fabaceae,Apuleia,species,TRUE,TRUE,TRUE,single_accepted_id
aquilegia micrantha,1,1,1,1,1,Aquilegia micrantha,accepted,wfo-0000541439,Aquilegia micrantha,Ranunculaceae,Aquilegia,species,FALSE,FALSE,TRUE,single_accepted_id
aquilegia vulgaris,1,1,1,1,1,Aquilegia vulgaris,accepted,wfo-0000541607,Aquilegia vulgaris,Ranunculaceae,Aquilegia,species,FALSE,FALSE,TRUE,single_accepted_id
arabidopsis thaliana,2,2,1,1,1,Arabidopsis thaliana,accepted | unchecked,wfo-0000541830,Arabidopsis thaliana,Brassicaceae,Arabidopsis,species,TRUE,TRUE,TRUE,single_accepted_id
arachis hypogaea,1,1,1,1,1,Arachis hypogaea,accepted,wfo-0000174378,Arachis hypogaea,Fabaceae,Arachis,species,TRUE,TRUE,TRUE,single_accepted_id
arachniodes carvifolia,1,1,1,1,1,Arachniodes carvifolia,accepted,wfo-0001109163,Arachniodes carvifolia,Dryopteridaceae,Arachniodes,species,TRUE,TRUE,TRUE,single_accepted_id
arachniodes cornucervi,1,1,1,1,1,Arachniodes cornucervi,accepted,wfo-0001035850,Arachniodes cornucervi,Dryopteridaceae,Arachniodes,species,TRUE,TRUE,TRUE,single_accepted_id
arachniodes miqueliana,1,1,1,1,1,Arachniodes miqueliana,accepted,wfo-0001115733,Arachniodes miqueliana,Dryopteridaceae,Arachniodes,species,TRUE,TRUE,TRUE,single_accepted_id
araucaria angustifolia,2,2,1,1,1,Araucaria angustifolia,accepted | unchecked,wfo-0000260143,Araucaria angustifolia,Araucariaceae,Araucaria,species,TRUE,TRUE,TRUE,single_accepted_id
arbutus andrachne,1,1,1,1,1,Arbutus andrachne,accepted,wfo-0000543098,Arbutus andrachne,Ericaceae,Arbutus,species,TRUE,TRUE,TRUE,single_accepted_id
arbutus unedo,1,1,1,1,1,Arbutus unedo,accepted,wfo-0000543204,Arbutus unedo,Ericaceae,Arbutus,species,TRUE,TRUE,TRUE,single_accepted_id
archibaccharis schiedeana,1,1,1,1,1,Archibaccharis schiedeana,accepted,wfo-0000007759,Archibaccharis schiedeana,Asteraceae,Archibaccharis,species,FALSE,FALSE,TRUE,single_accepted_id
archidendron clypearia,1,1,1,1,1,Archidendron clypearia,accepted,wfo-0000185987,Archidendron clypearia,Fabaceae,Archidendron,species,TRUE,TRUE,TRUE,single_accepted_id
archidendron jiringa,1,1,1,1,1,Archidendron jiringa,accepted,wfo-0000199807,Archidendron jiringa,Fabaceae,Archidendron,species,TRUE,TRUE,TRUE,single_accepted_id
ardisia complanata,1,1,1,1,1,Ardisia complanata,accepted,wfo-0000544086,Ardisia complanata,Primulaceae,Ardisia,species,FALSE,FALSE,TRUE,single_accepted_id
ardisia sanguinolenta,1,1,1,1,1,Ardisia sanguinolenta,synonym,wfo-0000544086,Ardisia complanata,Primulaceae,Ardisia,species,TRUE,TRUE,FALSE,single_accepted_id
areca catechu,1,1,1,1,1,Areca catechu,accepted,wfo-0000262000,Areca catechu,Arecaceae,Areca,species,TRUE,TRUE,TRUE,single_accepted_id
argemone mexicana,1,1,1,1,1,Argemone mexicana,accepted,wfo-0000547034,Argemone mexicana,Papaveraceae,Argemone,species,TRUE,TRUE,TRUE,single_accepted_id
argentina anserina,1,1,1,1,1,Argentina anserina,accepted,wfo-0001009478,Argentina anserina,Rosaceae,Argentina,species,FALSE,FALSE,TRUE,single_accepted_id
argentina anserina subsp. anserina,1,1,1,1,1,Argentina anserina subsp. anserina,accepted,wfo-1200075009,Argentina anserina subsp. anserina,Rosaceae,Argentina,subspecies,FALSE,FALSE,TRUE,single_accepted_id
argentina anserina subsp. groenlandica,1,1,1,1,1,Argentina anserina subsp. groenlandica,accepted,wfo-0001009505,Argentina anserina subsp. groenlandica,Rosaceae,Argentina,subspecies,FALSE,FALSE,TRUE,single_accepted_id
argyrochosma dealbata,1,1,1,1,1,Argyrochosma dealbata,accepted,wfo-0001114268,Argyrochosma dealbata,Pteridaceae,Argyrochosma,species,TRUE,TRUE,TRUE,single_accepted_id
aristolochia ridicula,1,1,1,1,1,Aristolochia ridicula,accepted,wfo-0000548266,Aristolochia ridicula,Aristolochiaceae,Aristolochia,species,TRUE,TRUE,TRUE,single_accepted_id
arnica chamissonis,1,1,1,1,1,Arnica chamissonis,accepted,wfo-0000120344,Arnica chamissonis,Asteraceae,Arnica,species,TRUE,TRUE,TRUE,single_accepted_id
arnica longifolia,1,1,1,1,1,Arnica longifolia,accepted,wfo-0000004402,Arnica longifolia,Asteraceae,Arnica,species,TRUE,TRUE,TRUE,single_accepted_id
arnica viscosa,1,1,1,1,1,Arnica viscosa,accepted,wfo-0000015907,Arnica viscosa,Asteraceae,Arnica,species,TRUE,TRUE,TRUE,single_accepted_id
aronia melanocarpa,3,3,1,1,1,Aronia melanocarpa,accepted | unchecked,wfo-0001018304,Aronia melanocarpa,Rosaceae,Aronia,species,TRUE,TRUE,TRUE,single_accepted_id
artabotrys blumei,1,1,1,1,1,Artabotrys blumei,accepted,wfo-0000549733,Artabotrys blumei,Annonaceae,Artabotrys,species,FALSE,FALSE,TRUE,single_accepted_id
artabotrys hexapetalus,1,1,1,1,1,Artabotrys hexapetalus,accepted,wfo-0000549776,Artabotrys hexapetalus,Annonaceae,Artabotrys,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia alba subsp. alba,1,1,1,1,1,Artemisia alba subsp. alba,accepted,wfo-0000052095,Artemisia alba subsp. alba,Asteraceae,Artemisia,subspecies,FALSE,FALSE,TRUE,single_accepted_id
artemisia anomala,1,1,1,1,1,Artemisia anomala,accepted,wfo-0000136001,Artemisia anomala,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia argyi,1,1,1,1,1,Artemisia argyi,accepted,wfo-0000052471,Artemisia argyi,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia barrelieri,1,1,1,1,1,Artemisia barrelieri,accepted,wfo-0000065475,Artemisia barrelieri,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia dracunculus,3,3,1,1,1,Artemisia dracunculus,accepted | synonym | unchecked,wfo-0000078900,Artemisia dracunculus,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia gmelinii,1,1,1,1,1,Artemisia gmelinii,accepted,wfo-0000084708,Artemisia gmelinii,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia halodendron,1,1,1,1,1,Artemisia halodendron,accepted,wfo-0000084249,Artemisia halodendron,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia indica,1,1,1,1,1,Artemisia indica,accepted,wfo-0000747726,Artemisia indica,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia ledebouriana,1,1,1,1,1,Artemisia ledebouriana,accepted,wfo-0000131225,Artemisia ledebouriana,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia loureiroi,1,1,1,1,1,Artemisia loureiroi,accepted,wfo-0000127822,Artemisia loureiroi,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia minor,1,1,1,1,1,Artemisia minor,accepted,wfo-0000131723,Artemisia minor,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia monosperma,1,1,1,1,1,Artemisia monosperma,accepted,wfo-0000025868,Artemisia monosperma,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia palustris,1,1,1,1,1,Artemisia palustris,accepted,wfo-0000060164,Artemisia palustris,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia pubescens,1,1,1,1,1,Artemisia pubescens,accepted,wfo-0000113945,Artemisia pubescens,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia scoparia,1,1,1,1,1,Artemisia scoparia,accepted,wfo-0000043717,Artemisia scoparia,Asteraceae,Artemisia,species,FALSE,FALSE,TRUE,single_accepted_id
artemisia xanthochroa,1,1,1,1,1,Artemisia xanthochroa,accepted,wfo-0000059482,Artemisia xanthochroa,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artemisia xerophytica,1,1,1,1,1,Artemisia xerophytica,accepted,wfo-0000059890,Artemisia xerophytica,Asteraceae,Artemisia,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus,1,1,1,1,1,Artocarpus,accepted,wfo-4000003191,Artocarpus,Moraceae,Artocarpus,genus,TRUE,TRUE,TRUE,single_accepted_id
artocarpus altilis,2,2,1,1,1,Artocarpus altilis | Artocarpus altilis var. non-seminiferus,accepted | synonym,wfo-0000550425,Artocarpus altilis,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus fretissi,1,1,1,1,1,Artocarpus fretissi,synonym,wfo-0000550516,Artocarpus lacucha,Moraceae,Artocarpus,species,TRUE,TRUE,FALSE,single_accepted_id
artocarpus gomezianus,1,1,1,1,1,Artocarpus gomezianus,accepted,wfo-0000550486,Artocarpus gomezianus,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus heterophyllus,1,1,1,1,1,Artocarpus heterophyllus,accepted,wfo-0000550491,Artocarpus heterophyllus,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus hypargyreus,1,1,1,1,1,Artocarpus hypargyreus,accepted,wfo-0000550497,Artocarpus hypargyreus,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus integer,1,1,1,1,1,Artocarpus integer,accepted,wfo-0000550504,Artocarpus integer,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus lacucha,1,1,1,1,1,Artocarpus lacucha,accepted,wfo-0000550516,Artocarpus lacucha,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus lanceifolius,1,1,1,1,1,Artocarpus lanceifolius,accepted,wfo-0000550522,Artocarpus lanceifolius,Moraceae,Artocarpus,species,FALSE,FALSE,TRUE,single_accepted_id
artocarpus lowii,1,1,1,1,1,Artocarpus lowii,accepted,wfo-0000550530,Artocarpus lowii,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus nobilis,1,1,1,1,1,Artocarpus nobilis,accepted,wfo-0000550554,Artocarpus nobilis,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus petelotii,1,1,1,1,1,Artocarpus petelotii,accepted,wfo-0000550568,Artocarpus petelotii,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
artocarpus tonkinensis,1,1,1,1,1,Artocarpus tonkinensis,accepted,wfo-0000550620,Artocarpus tonkinensis,Moraceae,Artocarpus,species,TRUE,TRUE,TRUE,single_accepted_id
asarum canadense,1,1,1,1,1,Asarum canadense,accepted,wfo-0000550779,Asarum canadense,Aristolochiaceae,Asarum,species,TRUE,TRUE,TRUE,single_accepted_id
asarum shuttleworthii,1,1,1,1,1,Asarum shuttleworthii,accepted,wfo-0000550962,Asarum shuttleworthii,Aristolochiaceae,Asarum,species,FALSE,FALSE,TRUE,single_accepted_id
aspalathus linearis,1,1,1,1,1,Aspalathus linearis,accepted,wfo-0000211610,Aspalathus linearis,Fabaceae,Aspalathus,species,TRUE,TRUE,TRUE,single_accepted_id
asparagus racemosus,1,1,1,1,1,Asparagus racemosus,accepted,wfo-0000634415,Asparagus racemosus,Asparagaceae,Asparagus,species,TRUE,TRUE,TRUE,single_accepted_id
aspilia attenuata,1,1,1,1,1,Aspilia attenuata,accepted,wfo-0000074325,Aspilia attenuata,Asteraceae,Aspilia,species,FALSE,FALSE,TRUE,single_accepted_id
asplenium ceterach,1,1,1,1,1,Asplenium ceterach,accepted,wfo-0001115841,Asplenium ceterach,Aspleniaceae,Asplenium,species,TRUE,TRUE,TRUE,single_accepted_id
asplenium trichomanes-ramosum,1,1,1,1,1,Asplenium trichomanes-ramosum,synonym,wfo-0000161624,Asplenium viride,Aspleniaceae,Asplenium,species,TRUE,TRUE,FALSE,single_accepted_id
aster,1,1,1,1,1,Aster,accepted,wfo-4000003381,Aster,Asteraceae,Aster,genus,TRUE,TRUE,TRUE,single_accepted_id
