original_name,exact_name_norm,key,n_exact_wfo_rows,n_exact_taxon_ids,n_exact_accepted_ids,n_exact_accepted_names,n_exact_accepted_families,exact_wfo_names,exact_accepted_ids,exact_accepted_names,exact_accepted_families,n_key_wfo_rows,n_key_taxon_ids,n_key_accepted_ids,n_key_accepted_names,n_key_accepted_families,key_wfo_names,key_accepted_ids,key_accepted_names,key_accepted_families,proposed_resolution_status,recommended_match_level
Larix kaempferi,larix kaempferi,larix kaempferi,1,1,1,1,1,Larix kaempferi,wfo-0000443374,Larix kaempferi,Pinaceae,1,1,1,1,1,Larix kaempferi,wfo-0000443374,Larix kaempferi,Pinaceae,exact_unique,exact
Larix laricina,larix laricina,larix laricina,1,1,1,1,1,Larix laricina,wfo-0000443246,Larix laricina,Pinaceae,1,1,1,1,1,Larix laricina,wfo-0000443246,Larix laricina,Pinaceae,exact_unique,exact
Larix sibirica,larix sibirica,larix sibirica,1,1,1,1,1,Larix sibirica,wfo-0000443388,Larix sibirica,Pinaceae,1,1,1,1,1,Larix sibirica,wfo-0000443388,Larix sibirica,Pinaceae,exact_unique,exact
Larrea tridentata,larrea tridentata,larrea tridentata,1,1,1,1,1,Larrea tridentata,wfo-0001146325,Larrea tridentata,Zygophyllaceae,1,1,1,1,1,Larrea tridentata,wfo-0001146325,Larrea tridentata,Zygophyllaceae,exact_unique,exact
Lasiolaena morii,lasiolaena morii,lasiolaena morii,1,1,1,1,1,Lasiolaena morii,wfo-0000021031,Lasiolaena morii,Asteraceae,1,1,1,1,1,Lasiolaena morii,wfo-0000021031,Lasiolaena morii,Asteraceae,exact_unique,exact
Lasthenia,lasthenia,lasthenia,1,1,1,1,1,Lasthenia,wfo-4000020701,Lasthenia,Asteraceae,1,1,1,1,1,Lasthenia,wfo-4000020701,Lasthenia,Asteraceae,exact_unique,exact
Lasthenia californica,lasthenia californica,lasthenia californica,1,1,1,1,1,Lasthenia californica,wfo-0000092923,Lasthenia californica,Asteraceae,1,1,1,1,1,Lasthenia californica,wfo-0000092923,Lasthenia californica,Asteraceae,exact_unique,exact
Lathyrus aphaca,lathyrus aphaca,lathyrus aphaca,1,1,1,1,1,Lathyrus aphaca,wfo-0000212673,Lathyrus aphaca,Fabaceae,2,2,1,1,1,Lathyrus aphaca | Lathyrus aphaca prol. affinis,wfo-0000212673,Lathyrus aphaca,Fabaceae,exact_unique,exact
Lathyrus hirsutus,lathyrus hirsutus,lathyrus hirsutus,1,1,1,1,1,Lathyrus hirsutus,wfo-0000212684,Lathyrus hirsutus,Fabaceae,1,1,1,1,1,Lathyrus hirsutus,wfo-0000212684,Lathyrus hirsutus,Fabaceae,exact_unique,exact
Lathyrus laxiflorus,lathyrus laxiflorus,lathyrus laxiflorus,1,1,1,1,1,Lathyrus laxiflorus,wfo-0000186926,Lathyrus laxiflorus,Fabaceae,1,1,1,1,1,Lathyrus laxiflorus,wfo-0000186926,Lathyrus laxiflorus,Fabaceae,exact_unique,exact
Lathyrus linifolius,lathyrus linifolius,lathyrus linifolius,1,1,1,1,1,Lathyrus linifolius,wfo-0000212690,Lathyrus linifolius,Fabaceae,3,3,1,1,1,Lathyrus linifolius | Lathyrus linifolius lus. albiflorus | Lathyrus linifolius lus. variegatus,wfo-0000212690,Lathyrus linifolius,Fabaceae,exact_unique,exact
Lathyrus nissolia,lathyrus nissolia,lathyrus nissolia,1,1,1,1,1,Lathyrus nissolia,wfo-0000212696,Lathyrus nissolia,Fabaceae,1,1,1,1,1,Lathyrus nissolia,wfo-0000212696,Lathyrus nissolia,Fabaceae,exact_unique,exact
Lathyrus ochrus,lathyrus ochrus,lathyrus ochrus,1,1,1,1,1,Lathyrus ochrus,wfo-0000212699,Lathyrus ochrus,Fabaceae,1,1,1,1,1,Lathyrus ochrus,wfo-0000212699,Lathyrus ochrus,Fabaceae,exact_unique,exact
Lathyrus odoratus,lathyrus odoratus,lathyrus odoratus,1,1,1,1,1,Lathyrus odoratus,wfo-0000212700,Lathyrus odoratus,Fabaceae,1,1,1,1,1,Lathyrus odoratus,wfo-0000212700,Lathyrus odoratus,Fabaceae,exact_unique,exact
Lathyrus pratensis,lathyrus pratensis,lathyrus pratensis,1,1,1,1,1,Lathyrus pratensis,wfo-0000212701,Lathyrus pratensis,Fabaceae,1,1,1,1,1,Lathyrus pratensis,wfo-0000212701,Lathyrus pratensis,Fabaceae,exact_unique,exact
Lathyrus sativus,lathyrus sativus,lathyrus sativus,1,1,1,1,1,Lathyrus sativus,wfo-0000212703,Lathyrus sativus,Fabaceae,1,1,1,1,1,Lathyrus sativus,wfo-0000212703,Lathyrus sativus,Fabaceae,exact_unique,exact
Lathyrus sylvestris,lathyrus sylvestris,lathyrus sylvestris,1,1,1,1,1,Lathyrus sylvestris,wfo-0000213824,Lathyrus sylvestris,Fabaceae,2,2,1,1,1,Lathyrus sylvestris | Lathyrus sylvestris prol. pyrenaicus,wfo-0000213824,Lathyrus sylvestris,Fabaceae,exact_unique,exact
Lathyrus tuberosus,lathyrus tuberosus,lathyrus tuberosus,1,1,1,1,1,Lathyrus tuberosus,wfo-0000213826,Lathyrus tuberosus,Fabaceae,1,1,1,1,1,Lathyrus tuberosus,wfo-0000213826,Lathyrus tuberosus,Fabaceae,exact_unique,exact
Laurus nobilis,laurus nobilis,laurus nobilis,1,1,1,1,1,Laurus nobilis,wfo-0000364153,Laurus nobilis,Lauraceae,1,1,1,1,1,Laurus nobilis,wfo-0000364153,Laurus nobilis,Lauraceae,exact_unique,exact
Lawsonia inermis,lawsonia inermis,lawsonia inermis,1,1,1,1,1,Lawsonia inermis,wfo-0000366658,Lawsonia inermis,Lythraceae,1,1,1,1,1,Lawsonia inermis,wfo-0000366658,Lawsonia inermis,Lythraceae,exact_unique,exact
Ledebouria floribunda,ledebouria floribunda,ledebouria floribunda,1,1,1,1,1,Ledebouria floribunda,wfo-0000686569,Ledebouria floribunda,Asparagaceae,1,1,1,1,1,Ledebouria floribunda,wfo-0000686569,Ledebouria floribunda,Asparagaceae,exact_unique,exact
Ledebouria leptophylla,ledebouria leptophylla,ledebouria leptophylla,1,1,1,1,1,Ledebouria leptophylla,wfo-0000913090,Ledebouria leptophylla,Asparagaceae,1,1,1,1,1,Ledebouria leptophylla,wfo-0000913090,Ledebouria leptophylla,Asparagaceae,exact_unique,exact
Ledebouria zebrina,ledebouria zebrina,ledebouria zebrina,1,1,1,1,1,Ledebouria zebrina,wfo-0000913099,Ledebouria zebrina,Asparagaceae,1,1,1,1,1,Ledebouria zebrina,wfo-0000913099,Ledebouria zebrina,Asparagaceae,exact_unique,exact
Leiocarpa semicalva,leiocarpa semicalva,leiocarpa semicalva,1,1,1,1,1,Leiocarpa semicalva,wfo-0000043559,Leiocarpa semicalva,Asteraceae,1,1,1,1,1,Leiocarpa semicalva,wfo-0000043559,Leiocarpa semicalva,Asteraceae,exact_unique,exact
Leiothrix curvifolia,leiothrix curvifolia,leiothrix curvifolia,1,1,1,1,1,Leiothrix curvifolia,wfo-0000458210,Leiothrix curvifolia,Eriocaulaceae,1,1,1,1,1,Leiothrix curvifolia,wfo-0000458210,Leiothrix curvifolia,Eriocaulaceae,exact_unique,exact
Lens culinaris,lens culinaris,lens culinaris,1,1,1,1,1,Lens culinaris,wfo-0000212728,Vicia lens,Fabaceae,1,1,1,1,1,Lens culinaris,wfo-0000212728,Vicia lens,Fabaceae,exact_unique,exact
Leopoldia comosa,leopoldia comosa,leopoldia comosa,1,1,1,1,1,Leopoldia comosa,wfo-0000686250,Leopoldia comosa,Asparagaceae,1,1,1,1,1,Leopoldia comosa,wfo-0000686250,Leopoldia comosa,Asparagaceae,exact_unique,exact
Lepidium sativum,lepidium sativum,lepidium sativum,1,1,1,1,1,Lepidium sativum,wfo-0000358699,Lepidium sativum,Brassicaceae,1,1,1,1,1,Lepidium sativum,wfo-0000358699,Lepidium sativum,Brassicaceae,exact_unique,exact
Lepidosperma,lepidosperma,lepidosperma,1,1,1,1,1,Lepidosperma,wfo-4000021135,Lepidosperma,Cyperaceae,1,1,1,1,1,Lepidosperma,wfo-4000021135,Lepidosperma,Cyperaceae,exact_unique,exact
Lepidosperma laterale,lepidosperma laterale,lepidosperma laterale,1,1,1,1,1,Lepidosperma laterale,wfo-0000459657,Lepidosperma laterale,Cyperaceae,1,1,1,1,1,Lepidosperma laterale,wfo-0000459657,Lepidosperma laterale,Cyperaceae,exact_unique,exact
Lepironia articulata,lepironia articulata,lepironia articulata,1,1,1,1,1,Lepironia articulata,wfo-0000459843,Lepironia articulata,Cyperaceae,1,1,1,1,1,Lepironia articulata,wfo-0000459843,Lepironia articulata,Cyperaceae,exact_unique,exact
Leptarrhena pyrolifolia,leptarrhena pyrolifolia,leptarrhena pyrolifolia,1,1,1,1,1,Leptarrhena pyrolifolia,wfo-0001135538,Leptarrhena pyrolifolia,Saxifragaceae,1,1,1,1,1,Leptarrhena pyrolifolia,wfo-0001135538,Leptarrhena pyrolifolia,Saxifragaceae,exact_unique,exact
Leptospermum polygalifolium,leptospermum polygalifolium,leptospermum polygalifolium,1,1,1,1,1,Leptospermum polygalifolium,wfo-0000226708,Leptospermum polygalifolium,Myrtaceae,1,1,1,1,1,Leptospermum polygalifolium,wfo-0000226708,Leptospermum polygalifolium,Myrtaceae,exact_unique,exact
Leptospermum recurvum,leptospermum recurvum,leptospermum recurvum,1,1,1,1,1,Leptospermum recurvum,wfo-0000226734,Leptospermum recurvum,Myrtaceae,1,1,1,1,1,Leptospermum recurvum,wfo-0000226734,Leptospermum recurvum,Myrtaceae,exact_unique,exact
Leptospermum scoparium,leptospermum scoparium,leptospermum scoparium,1,1,1,1,1,Leptospermum scoparium,wfo-0000226751,Leptospermum scoparium,Myrtaceae,3,3,1,1,1,Leptospermum scoparium | Leptospermum scoparium unranked roseum | Leptospermum scoparium unranked rubrum-pygmaeum,wfo-0000226751,Leptospermum scoparium,Myrtaceae,exact_unique,exact
Leptothyrsa sprucei,leptothyrsa sprucei,leptothyrsa sprucei,1,1,1,1,1,Leptothyrsa sprucei,wfo-0001132701,Leptothyrsa sprucei,Rutaceae,1,1,1,1,1,Leptothyrsa sprucei,wfo-0001132701,Leptothyrsa sprucei,Rutaceae,exact_unique,exact
Lespedeza bicolor,lespedeza bicolor,lespedeza bicolor,2,2,1,1,1,Lespedeza bicolor,wfo-0000185056,Lespedeza bicolor,Fabaceae,2,2,1,1,1,Lespedeza bicolor,wfo-0000185056,Lespedeza bicolor,Fabaceae,exact_unique,exact
Lespedeza capitata,lespedeza capitata,lespedeza capitata,1,1,1,1,1,Lespedeza capitata,wfo-0000164446,Lespedeza capitata,Fabaceae,1,1,1,1,1,Lespedeza capitata,wfo-0000164446,Lespedeza capitata,Fabaceae,exact_unique,exact
Lespedeza cyrtobotrya,lespedeza cyrtobotrya,lespedeza cyrtobotrya,1,1,1,1,1,Lespedeza cyrtobotrya,wfo-0000185058,Lespedeza cyrtobotrya,Fabaceae,1,1,1,1,1,Lespedeza cyrtobotrya,wfo-0000185058,Lespedeza cyrtobotrya,Fabaceae,exact_unique,exact
Lespedeza davidii,lespedeza davidii,lespedeza davidii,1,1,1,1,1,Lespedeza davidii,wfo-0000186113,Lespedeza davidii,Fabaceae,1,1,1,1,1,Lespedeza davidii,wfo-0000186113,Lespedeza davidii,Fabaceae,exact_unique,exact
Lespedeza floribunda,lespedeza floribunda,lespedeza floribunda,1,1,1,1,1,Lespedeza floribunda,wfo-0000197885,Lespedeza floribunda,Fabaceae,1,1,1,1,1,Lespedeza floribunda,wfo-0000197885,Lespedeza floribunda,Fabaceae,exact_unique,exact
Lespedeza formosa,lespedeza formosa,lespedeza formosa,1,1,1,1,1,Lespedeza formosa,wfo-0001359458,Lespedeza thunbergii subsp. formosa,Fabaceae,1,1,1,1,1,Lespedeza formosa,wfo-0001359458,Lespedeza thunbergii subsp. formosa,Fabaceae,exact_unique,exact
Lespedeza homoloba,lespedeza homoloba,lespedeza homoloba,1,1,1,1,1,Lespedeza homoloba,wfo-0000185060,Lespedeza homoloba,Fabaceae,1,1,1,1,1,Lespedeza homoloba,wfo-0000185060,Lespedeza homoloba,Fabaceae,exact_unique,exact
Lespedeza thunbergii,lespedeza thunbergii,lespedeza thunbergii,1,1,1,1,1,Lespedeza thunbergii,wfo-0000185059,Lespedeza thunbergii,Fabaceae,1,1,1,1,1,Lespedeza thunbergii,wfo-0000185059,Lespedeza thunbergii,Fabaceae,exact_unique,exact
Leucaena leucocephala,leucaena leucocephala,leucaena leucocephala,1,1,1,1,1,Leucaena leucocephala,wfo-0000164084,Leucaena leucocephala,Fabaceae,1,1,1,1,1,Leucaena leucocephala,wfo-0000164084,Leucaena leucocephala,Fabaceae,exact_unique,exact
Leucas aspera,leucas aspera,leucas aspera,1,1,1,1,1,Leucas aspera,wfo-0000226906,Leucas aspera,Lamiaceae,1,1,1,1,1,Leucas aspera,wfo-0000226906,Leucas aspera,Lamiaceae,exact_unique,exact
Leucas urticifolia,leucas urticifolia,leucas urticifolia,2,2,1,1,1,Leucas urticifolia,wfo-0000227199,Leucas urticifolia,Lamiaceae,2,2,1,1,1,Leucas urticifolia,wfo-0000227199,Leucas urticifolia,Lamiaceae,exact_unique,exact
Leucothoe keiskei,leucothoe keiskei,leucothoe keiskei,1,1,1,1,1,Leucothoe keiskei,wfo-0000364575,Leucothoe keiskei,Ericaceae,1,1,1,1,1,Leucothoe keiskei,wfo-0000364575,Leucothoe keiskei,Ericaceae,exact_unique,exact
Levisticum officinale,levisticum officinale,levisticum officinale,1,1,1,1,1,Levisticum officinale,wfo-0000360816,Levisticum officinale,Apiaceae,1,1,1,1,1,Levisticum officinale,wfo-0000360816,Levisticum officinale,Apiaceae,exact_unique,exact
Libocedrus bidwillii,libocedrus bidwillii,libocedrus bidwillii,1,1,1,1,1,Libocedrus bidwillii,wfo-0000358614,Libocedrus bidwillii,Cupressaceae,1,1,1,1,1,Libocedrus bidwillii,wfo-0000358614,Libocedrus bidwillii,Cupressaceae,exact_unique,exact
Licania apetala,licania apetala,licania apetala,1,1,1,1,1,Licania apetala,wfo-0001354198,Leptobalanus apetalus,Chrysobalanaceae,1,1,1,1,1,Licania apetala,wfo-0001354198,Leptobalanus apetalus,Chrysobalanaceae,exact_unique,exact
Licania densiflora,licania densiflora,licania densiflora,1,1,1,1,1,Licania densiflora,wfo-0000816265,Licania densiflora,Chrysobalanaceae,1,1,1,1,1,Licania densiflora,wfo-0000816265,Licania densiflora,Chrysobalanaceae,exact_unique,exact
Licania pittieri,licania pittieri,licania pittieri,1,1,1,1,1,Licania pittieri,wfo-0000814345,Licania pittieri,Chrysobalanaceae,1,1,1,1,1,Licania pittieri,wfo-0000814345,Licania pittieri,Chrysobalanaceae,exact_unique,exact
Licania pyrifolia,licania pyrifolia,licania pyrifolia,1,1,1,1,1,Licania pyrifolia,wfo-0000816402,Moquilea pyrifolia,Chrysobalanaceae,1,1,1,1,1,Licania pyrifolia,wfo-0000816402,Moquilea pyrifolia,Chrysobalanaceae,exact_unique,exact
Ligaria cuneifolia,ligaria cuneifolia,ligaria cuneifolia,1,1,1,1,1,Ligaria cuneifolia,wfo-0001074748,Ligaria cuneifolia,Loranthaceae,1,1,1,1,1,Ligaria cuneifolia,wfo-0001074748,Ligaria cuneifolia,Loranthaceae,exact_unique,exact
Ligularia macrophylla,ligularia macrophylla,ligularia macrophylla,1,1,1,1,1,Ligularia macrophylla,wfo-0000080191,Ligularia macrophylla,Asteraceae,1,1,1,1,1,Ligularia macrophylla,wfo-0000080191,Ligularia macrophylla,Asteraceae,exact_unique,exact
Ligularia odontomanes,ligularia odontomanes,ligularia odontomanes,1,1,1,1,1,Ligularia odontomanes,wfo-0000000028,Ligularia odontomanes,Asteraceae,1,1,1,1,1,Ligularia odontomanes,wfo-0000000028,Ligularia odontomanes,Asteraceae,exact_unique,exact
Limnophila indica,limnophila indica,limnophila indica,1,1,1,1,1,Limnophila indica,wfo-0000445814,Limnophila indica,Plantaginaceae,1,1,1,1,1,Limnophila indica,wfo-0000445814,Limnophila indica,Plantaginaceae,exact_unique,exact
Limonia acidissima,limonia acidissima,limonia acidissima,2,2,1,1,1,Limonia acidissima,wfo-1000080432,Limonia acidissima,Rutaceae,2,2,1,1,1,Limonia acidissima,wfo-1000080432,Limonia acidissima,Rutaceae,exact_unique,exact
Limoniastrum guyonianum,limoniastrum guyonianum,limoniastrum guyonianum,1,1,1,1,1,Limoniastrum guyonianum,wfo-0000444466,Limoniastrum guyonianum,Plumbaginaceae,1,1,1,1,1,Limoniastrum guyonianum,wfo-0000444466,Limoniastrum guyonianum,Plumbaginaceae,exact_unique,exact
Limonium,limonium,limonium,2,2,1,1,1,Limonium,wfo-4000021808,Limonium,Plumbaginaceae,2,2,1,1,1,Limonium,wfo-4000021808,Limonium,Plumbaginaceae,exact_unique,exact
Limonium aureum,limonium aureum,limonium aureum,3,3,1,1,1,Limonium aureum,wfo-0001303480,Limonium aureum,Plumbaginaceae,3,3,1,1,1,Limonium aureum,wfo-0001303480,Limonium aureum,Plumbaginaceae,exact_unique,exact
Limonium bicolor,limonium bicolor,limonium bicolor,1,1,1,1,1,Limonium bicolor,wfo-0001095308,Limonium bicolor,Plumbaginaceae,1,1,1,1,1,Limonium bicolor,wfo-0001095308,Limonium bicolor,Plumbaginaceae,exact_unique,exact
Limonium gmelinii,limonium gmelinii,limonium gmelinii,1,1,1,1,1,Limonium gmelinii,wfo-0000444657,Limonium gmelini,Plumbaginaceae,1,1,1,1,1,Limonium gmelinii,wfo-0000444657,Limonium gmelini,Plumbaginaceae,exact_unique,exact
Limonium sinense,limonium sinense,limonium sinense,1,1,1,1,1,Limonium sinense,wfo-0001095301,Limonium sinense,Plumbaginaceae,1,1,1,1,1,Limonium sinense,wfo-0001095301,Limonium sinense,Plumbaginaceae,exact_unique,exact
Lindera aggregata,lindera aggregata,lindera aggregata,1,1,1,1,1,Lindera aggregata,wfo-0000365428,Lindera aggregata,Lauraceae,1,1,1,1,1,Lindera aggregata,wfo-0000365428,Lindera aggregata,Lauraceae,exact_unique,exact
Lindera erythrocarpa,lindera erythrocarpa,lindera erythrocarpa,1,1,1,1,1,Lindera erythrocarpa,wfo-0001070580,Lindera erythrocarpa,Lauraceae,1,1,1,1,1,Lindera erythrocarpa,wfo-0001070580,Lindera erythrocarpa,Lauraceae,exact_unique,exact
Lindera lucida,lindera lucida,lindera lucida,1,1,1,1,1,Lindera lucida,wfo-0000365480,Lindera lucida,Lauraceae,1,1,1,1,1,Lindera lucida,wfo-0000365480,Lindera lucida,Lauraceae,exact_unique,exact
Lindera neesiana,lindera neesiana,lindera neesiana,2,2,1,1,1,Lindera neesiana,wfo-0001070756,Lindera neesiana,Lauraceae,2,2,1,1,1,Lindera neesiana,wfo-0001070756,Lindera neesiana,Lauraceae,exact_unique,exact
Lindera sericea,lindera sericea,lindera sericea,1,1,1,1,1,Lindera sericea,wfo-0001070369,Lindera sericea,Lauraceae,1,1,1,1,1,Lindera sericea,wfo-0001070369,Lindera sericea,Lauraceae,exact_unique,exact
Lindera umbellata,lindera umbellata,lindera umbellata,1,1,1,1,1,Lindera umbellata,wfo-0001070371,Lindera umbellata,Lauraceae,1,1,1,1,1,Lindera umbellata,wfo-0001070371,Lindera umbellata,Lauraceae,exact_unique,exact
Linzia glabra,linzia glabra,linzia glabra,1,1,1,1,1,Linzia glabra,wfo-0000086483,Linzia glabra,Asteraceae,1,1,1,1,1,Linzia glabra,wfo-0000086483,Linzia glabra,Asteraceae,exact_unique,exact
Lipocarpha aristulata,lipocarpha aristulata,lipocarpha aristulata,1,1,1,1,1,Lipocarpha aristulata,wfo-0001429153,Cyperus aristulatus,Cyperaceae,1,1,1,1,1,Lipocarpha aristulata,wfo-0001429153,Cyperus aristulatus,Cyperaceae,exact_unique,exact
Lipocarpha microcephala,lipocarpha microcephala,lipocarpha microcephala,1,1,1,1,1,Lipocarpha microcephala,wfo-0001339762,Cyperus leptocarpus,Cyperaceae,1,1,1,1,1,Lipocarpha microcephala,wfo-0001339762,Cyperus leptocarpus,Cyperaceae,exact_unique,exact
Lippia dulcis,lippia dulcis,lippia dulcis,1,1,1,1,1,Lippia dulcis,wfo-0000228801,Lippia dulcis,Verbenaceae,1,1,1,1,1,Lippia dulcis,wfo-0000228801,Lippia dulcis,Verbenaceae,exact_unique,exact
Lippia graveolens,lippia graveolens,lippia graveolens,1,1,1,1,1,Lippia graveolens,wfo-0000229041,Lippia origanoides,Verbenaceae,1,1,1,1,1,Lippia graveolens,wfo-0000229041,Lippia origanoides,Verbenaceae,exact_unique,exact
Lippia origanoides,lippia origanoides,lippia origanoides,1,1,1,1,1,Lippia origanoides,wfo-0000229041,Lippia origanoides,Verbenaceae,1,1,1,1,1,Lippia origanoides,wfo-0000229041,Lippia origanoides,Verbenaceae,exact_unique,exact
Liquidambar formosana,liquidambar formosana,liquidambar formosana,1,1,1,1,1,Liquidambar formosana,wfo-0000364066,Liquidambar formosana,Altingiaceae,1,1,1,1,1,Liquidambar formosana,wfo-0000364066,Liquidambar formosana,Altingiaceae,exact_unique,exact
Liquidambar styraciflua,liquidambar styraciflua,liquidambar styraciflua,1,1,1,1,1,Liquidambar styraciflua,wfo-0000364015,Liquidambar styraciflua,Altingiaceae,1,1,1,1,1,Liquidambar styraciflua,wfo-0000364015,Liquidambar styraciflua,Altingiaceae,exact_unique,exact
Litchi chinensis,litchi chinensis,litchi chinensis,1,1,1,1,1,Litchi chinensis,wfo-0000446283,Litchi chinensis,Sapindaceae,1,1,1,1,1,Litchi chinensis,wfo-0000446283,Litchi chinensis,Sapindaceae,exact_unique,exact
Lithocarpus litseifolius,lithocarpus litseifolius,lithocarpus litseifolius,1,1,1,1,1,Lithocarpus litseifolius,wfo-0000230050,Lithocarpus litseifolius,Fagaceae,1,1,1,1,1,Lithocarpus litseifolius,wfo-0000230050,Lithocarpus litseifolius,Fagaceae,exact_unique,exact
Lithocarpus pachyphyllus,lithocarpus pachyphyllus,lithocarpus pachyphyllus,1,1,1,1,1,Lithocarpus pachyphyllus,wfo-0000230140,Lithocarpus pachyphyllus,Fagaceae,1,1,1,1,1,Lithocarpus pachyphyllus,wfo-0000230140,Lithocarpus pachyphyllus,Fagaceae,exact_unique,exact
Lithocarpus polystachyus,lithocarpus polystachyus,lithocarpus polystachyus,1,1,1,1,1,Lithocarpus polystachyus,wfo-0000230171,Lithocarpus polystachyus,Fagaceae,1,1,1,1,1,Lithocarpus polystachyus,wfo-0000230171,Lithocarpus polystachyus,Fagaceae,exact_unique,exact
Litsea acutivena,litsea acutivena,litsea acutivena,1,1,1,1,1,Litsea acutivena,wfo-0001070638,Litsea acutivena,Lauraceae,1,1,1,1,1,Litsea acutivena,wfo-0001070638,Litsea acutivena,Lauraceae,exact_unique,exact
Litsea glaucescens,litsea glaucescens,litsea glaucescens,2,2,1,1,1,Litsea glaucescens,wfo-0000365712,Litsea glaucescens,Lauraceae,2,2,1,1,1,Litsea glaucescens,wfo-0000365712,Litsea glaucescens,Lauraceae,exact_unique,exact
Litsea glutinosa,litsea glutinosa,litsea glutinosa,1,1,1,1,1,Litsea glutinosa,wfo-0000365695,Litsea glutinosa,Lauraceae,1,1,1,1,1,Litsea glutinosa,wfo-0000365695,Litsea glutinosa,Lauraceae,exact_unique,exact
Litsea pedunculata,litsea pedunculata,litsea pedunculata,1,1,1,1,1,Litsea pedunculata,wfo-0001071896,Litsea pedunculata,Lauraceae,1,1,1,1,1,Litsea pedunculata,wfo-0001071896,Litsea pedunculata,Lauraceae,exact_unique,exact
Litsea rotundifolia,litsea rotundifolia,litsea rotundifolia,1,1,1,1,1,Litsea rotundifolia,wfo-0001070312,Litsea rotundifolia,Lauraceae,1,1,1,1,1,Litsea rotundifolia,wfo-0001070312,Litsea rotundifolia,Lauraceae,exact_unique,exact
Litsea rubescens,litsea rubescens,litsea rubescens,1,1,1,1,1,Litsea rubescens,wfo-0001070705,Litsea rubescens,Lauraceae,1,1,1,1,1,Litsea rubescens,wfo-0001070705,Litsea rubescens,Lauraceae,exact_unique,exact
Litsea sericea,litsea sericea,litsea sericea,1,1,1,1,1,Litsea sericea,wfo-0001070314,Litsea sericea,Lauraceae,1,1,1,1,1,Litsea sericea,wfo-0001070314,Litsea sericea,Lauraceae,exact_unique,exact
Litsea szemaois,litsea szemaois,litsea szemaois,1,1,1,1,1,Litsea szemaois,wfo-0001278607,Litsea szemaois,Lauraceae,1,1,1,1,1,Litsea szemaois,wfo-0001278607,Litsea szemaois,Lauraceae,exact_unique,exact
Lonchocarpus,lonchocarpus,lonchocarpus,1,1,1,1,1,Lonchocarpus,wfo-4000022154,Lonchocarpus,Fabaceae,1,1,1,1,1,Lonchocarpus,wfo-4000022154,Lonchocarpus,Fabaceae,exact_unique,exact
Lonchocarpus araripensis,lonchocarpus araripensis,lonchocarpus araripensis,1,1,1,1,1,Lonchocarpus araripensis,wfo-0001317444,Dahlstedtia araripensis,Fabaceae,1,1,1,1,1,Lonchocarpus araripensis,wfo-0001317444,Dahlstedtia araripensis,Fabaceae,exact_unique,exact
Lonchocarpus atropurpureus,lonchocarpus atropurpureus,lonchocarpus atropurpureus,1,1,1,1,1,Lonchocarpus atropurpureus,wfo-0000173710,Lonchocarpus atropurpureus,Fabaceae,1,1,1,1,1,Lonchocarpus atropurpureus,wfo-0000173710,Lonchocarpus atropurpureus,Fabaceae,exact_unique,exact
Lonchocarpus campestris,lonchocarpus campestris,lonchocarpus campestris,1,1,1,1,1,Lonchocarpus campestris,wfo-0001332654,Muellera campestris,Fabaceae,1,1,1,1,1,Lonchocarpus campestris,wfo-0001332654,Muellera campestris,Fabaceae,exact_unique,exact
Lonchocarpus castilloi,lonchocarpus castilloi,lonchocarpus castilloi,1,1,1,1,1,Lonchocarpus castilloi,wfo-0000164462,Lonchocarpus castilloi,Fabaceae,1,1,1,1,1,Lonchocarpus castilloi,wfo-0000164462,Lonchocarpus castilloi,Fabaceae,exact_unique,exact
Lonchocarpus costaricensis,lonchocarpus costaricensis,lonchocarpus costaricensis,1,1,1,1,1,Lonchocarpus costaricensis,wfo-0000164467,Lonchocarpus costaricensis,Fabaceae,1,1,1,1,1,Lonchocarpus costaricensis,wfo-0000164467,Lonchocarpus costaricensis,Fabaceae,exact_unique,exact
Lonchocarpus eriocarinalis,lonchocarpus eriocarinalis,lonchocarpus eriocarinalis,1,1,1,1,1,Lonchocarpus eriocarinalis,wfo-0000164476,Lonchocarpus eriocarinalis,Fabaceae,1,1,1,1,1,Lonchocarpus eriocarinalis,wfo-0000164476,Lonchocarpus eriocarinalis,Fabaceae,exact_unique,exact
Lonchocarpus fluvialis,lonchocarpus fluvialis,lonchocarpus fluvialis,1,1,1,1,1,Lonchocarpus fluvialis,wfo-0001052481,Muellera fluvialis,Fabaceae,1,1,1,1,1,Lonchocarpus fluvialis,wfo-0001052481,Muellera fluvialis,Fabaceae,exact_unique,exact
Lonchocarpus guatemalensis,lonchocarpus guatemalensis,lonchocarpus guatemalensis,1,1,1,1,1,Lonchocarpus guatemalensis,wfo-0000173718,Lonchocarpus guatemalensis,Fabaceae,1,1,1,1,1,Lonchocarpus guatemalensis,wfo-0000173718,Lonchocarpus guatemalensis,Fabaceae,exact_unique,exact
Lonchocarpus heptaphyllus,lonchocarpus heptaphyllus,lonchocarpus heptaphyllus,1,1,1,1,1,Lonchocarpus heptaphyllus,wfo-0000210427,Lonchocarpus heptaphyllus,Fabaceae,1,1,1,1,1,Lonchocarpus heptaphyllus,wfo-0000210427,Lonchocarpus heptaphyllus,Fabaceae,exact_unique,exact
