original_name,exact_name_norm,key,n_exact_wfo_rows,n_exact_taxon_ids,n_exact_accepted_ids,n_exact_accepted_names,n_exact_accepted_families,exact_wfo_names,exact_accepted_ids,exact_accepted_names,exact_accepted_families,n_key_wfo_rows,n_key_taxon_ids,n_key_accepted_ids,n_key_accepted_names,n_key_accepted_families,key_wfo_names,key_accepted_ids,key_accepted_names,key_accepted_families,proposed_resolution_status,recommended_match_level
Platycodon grandiflorus,platycodon grandiflorus,platycodon grandiflorus,1,1,1,1,1,Platycodon grandiflorus,wfo-0000816758,Platycodon grandiflorus,Campanulaceae,1,1,1,1,1,Platycodon grandiflorus,wfo-0000816758,Platycodon grandiflorus,Campanulaceae,exact_unique,exact
Platymiscium floribundum,platymiscium floribundum,platymiscium floribundum,1,1,1,1,1,Platymiscium floribundum,wfo-0000174222,Platymiscium floribundum,Fabaceae,1,1,1,1,1,Platymiscium floribundum,wfo-0000174222,Platymiscium floribundum,Fabaceae,exact_unique,exact
Platymiscium praecox,platymiscium praecox,platymiscium praecox,1,1,1,1,1,Platymiscium praecox,wfo-0001061344,Platymiscium floribundum var. floribundum,Fabaceae,1,1,1,1,1,Platymiscium praecox,wfo-0001061344,Platymiscium floribundum var. floribundum,Fabaceae,exact_unique,exact
Platymiscium trinitatis,platymiscium trinitatis,platymiscium trinitatis,1,1,1,1,1,Platymiscium trinitatis,wfo-0000174233,Platymiscium trinitatis,Fabaceae,1,1,1,1,1,Platymiscium trinitatis,wfo-0000174233,Platymiscium trinitatis,Fabaceae,exact_unique,exact
Platymiscium yucatanum,platymiscium yucatanum,platymiscium yucatanum,1,1,1,1,1,Platymiscium yucatanum,wfo-0000169448,Platymiscium yucatanum,Fabaceae,1,1,1,1,1,Platymiscium yucatanum,wfo-0000169448,Platymiscium yucatanum,Fabaceae,exact_unique,exact
Platypodanthera melissifolia,platypodanthera melissifolia,platypodanthera melissifolia,1,1,1,1,1,Platypodanthera melissifolia,wfo-0000009205,Platypodanthera melissifolia,Asteraceae,1,1,1,1,1,Platypodanthera melissifolia,wfo-0000009205,Platypodanthera melissifolia,Asteraceae,exact_unique,exact
Plazia daphnoides,plazia daphnoides,plazia daphnoides,1,1,1,1,1,Plazia daphnoides,wfo-0000044983,Plazia daphnoides,Asteraceae,1,1,1,1,1,Plazia daphnoides,wfo-0000044983,Plazia daphnoides,Asteraceae,exact_unique,exact
Plectranthus ecklonii,plectranthus ecklonii,plectranthus ecklonii,1,1,1,1,1,Plectranthus ecklonii,wfo-0000275391,Plectranthus ecklonii,Lamiaceae,1,1,1,1,1,Plectranthus ecklonii,wfo-0000275391,Plectranthus ecklonii,Lamiaceae,exact_unique,exact
Pleione bulbocodioides,pleione bulbocodioides,pleione bulbocodioides,1,1,1,1,1,Pleione bulbocodioides,wfo-0000276360,Pleione bulbocodioides,Orchidaceae,1,1,1,1,1,Pleione bulbocodioides,wfo-0000276360,Pleione bulbocodioides,Orchidaceae,exact_unique,exact
Pleione yunnanensis,pleione yunnanensis,pleione yunnanensis,1,1,1,1,1,Pleione yunnanensis,wfo-0000276501,Pleione yunnanensis,Orchidaceae,1,1,1,1,1,Pleione yunnanensis,wfo-0000276501,Pleione yunnanensis,Orchidaceae,exact_unique,exact
Pleiotaxis rugosa,pleiotaxis rugosa,pleiotaxis rugosa,1,1,1,1,1,Pleiotaxis rugosa,wfo-0000024080,Pleiotaxis rugosa,Asteraceae,1,1,1,1,1,Pleiotaxis rugosa,wfo-0000024080,Pleiotaxis rugosa,Asteraceae,exact_unique,exact
Plinia pinnata,plinia pinnata,plinia pinnata,1,1,1,1,1,Plinia pinnata,wfo-0000278931,Plinia pinnata,Myrtaceae,1,1,1,1,1,Plinia pinnata,wfo-0000278931,Plinia pinnata,Myrtaceae,exact_unique,exact
Pluchea lanceolata,pluchea lanceolata,pluchea lanceolata,3,3,1,1,1,Pluchea lanceolata,wfo-0000078455,Pluchea lanceolata,Asteraceae,3,3,1,1,1,Pluchea lanceolata,wfo-0000078455,Pluchea lanceolata,Asteraceae,exact_unique,exact
Plumbago indica,plumbago indica,plumbago indica,1,1,1,1,1,Plumbago indica,wfo-0001095164,Plumbago indica,Plumbaginaceae,1,1,1,1,1,Plumbago indica,wfo-0001095164,Plumbago indica,Plumbaginaceae,exact_unique,exact
Plumeria rubra,plumeria rubra,plumeria rubra,1,1,1,1,1,Plumeria rubra,wfo-0000279184,Plumeria rubra,Apocynaceae,1,1,1,1,1,Plumeria rubra,wfo-0000279184,Plumeria rubra,Apocynaceae,exact_unique,exact
Pneumatopteris pennigera,pneumatopteris pennigera,pneumatopteris pennigera,1,1,1,1,1,Pneumatopteris pennigera,wfo-1000028275,Pakau pennigera,Thelypteridaceae,1,1,1,1,1,Pneumatopteris pennigera,wfo-1000028275,Pakau pennigera,Thelypteridaceae,exact_unique,exact
Poacynum venetum,poacynum venetum,poacynum venetum,1,1,1,1,1,Poacynum venetum,wfo-0000245931,Apocynum venetum,Apocynaceae,1,1,1,1,1,Poacynum venetum,wfo-0000245931,Apocynum venetum,Apocynaceae,exact_unique,exact
Podocarpus fasciculus,podocarpus fasciculus,podocarpus fasciculus,1,1,1,1,1,Podocarpus fasciculus,wfo-0000485218,Podocarpus fasciculus,Podocarpaceae,1,1,1,1,1,Podocarpus fasciculus,wfo-0000485218,Podocarpus fasciculus,Podocarpaceae,exact_unique,exact
Podocarpus macrophyllus,podocarpus macrophyllus,podocarpus macrophyllus,1,1,1,1,1,Podocarpus macrophyllus,wfo-0000485230,Podocarpus macrophyllus,Podocarpaceae,1,1,1,1,1,Podocarpus macrophyllus,wfo-0000485230,Podocarpus macrophyllus,Podocarpaceae,exact_unique,exact
Podocarpus nivalis,podocarpus nivalis,podocarpus nivalis,1,1,1,1,1,Podocarpus nivalis,wfo-0000485157,Podocarpus nivalis,Podocarpaceae,1,1,1,1,1,Podocarpus nivalis,wfo-0000485157,Podocarpus nivalis,Podocarpaceae,exact_unique,exact
Podocytisus caramanicus,podocytisus caramanicus,podocytisus caramanicus,1,1,1,1,1,Podocytisus caramanicus,wfo-0000213929,Podocytisus caramanicus,Fabaceae,1,1,1,1,1,Podocytisus caramanicus,wfo-0000213929,Podocytisus caramanicus,Fabaceae,exact_unique,exact
Poecilanthe parviflora,poecilanthe parviflora,poecilanthe parviflora,1,1,1,1,1,Poecilanthe parviflora,wfo-0000174234,Poecilanthe parviflora,Fabaceae,1,1,1,1,1,Poecilanthe parviflora,wfo-0000174234,Poecilanthe parviflora,Fabaceae,exact_unique,exact
Pogostemon cablin,pogostemon cablin,pogostemon cablin,1,1,1,1,1,Pogostemon cablin,wfo-0000279652,Pogostemon cablin,Lamiaceae,1,1,1,1,1,Pogostemon cablin,wfo-0000279652,Pogostemon cablin,Lamiaceae,exact_unique,exact
Pogostemon stellatus,pogostemon stellatus,pogostemon stellatus,1,1,1,1,1,Pogostemon stellatus,wfo-0000279750,Pogostemon stellatus,Lamiaceae,1,1,1,1,1,Pogostemon stellatus,wfo-0000279750,Pogostemon stellatus,Lamiaceae,exact_unique,exact
Polygala arvensis,polygala arvensis,polygala arvensis,1,1,1,1,1,Polygala arvensis,wfo-0001219818,Polygala arvensis,Polygalaceae,1,1,1,1,1,Polygala arvensis,wfo-0001219818,Polygala arvensis,Polygalaceae,exact_unique,exact
Polygala caudata,polygala caudata,polygala caudata,1,1,1,1,1,Polygala caudata,wfo-0001100821,Polygala caudata,Polygalaceae,1,1,1,1,1,Polygala caudata,wfo-0001100821,Polygala caudata,Polygalaceae,exact_unique,exact
Polygala myrtifolia,polygala myrtifolia,polygala myrtifolia,1,1,1,1,1,Polygala myrtifolia,wfo-0000488587,Polygala myrtifolia,Polygalaceae,1,1,1,1,1,Polygala myrtifolia,wfo-0000488587,Polygala myrtifolia,Polygalaceae,exact_unique,exact
Polygala virgata,polygala virgata,polygala virgata,1,1,1,1,1,Polygala virgata,wfo-0001100419,Polygala virgata,Polygalaceae,1,1,1,1,1,Polygala virgata,wfo-0001100419,Polygala virgata,Polygalaceae,exact_unique,exact
Polygonatum kingianum,polygonatum kingianum,polygonatum kingianum,1,1,1,1,1,Polygonatum kingianum,wfo-0000715810,Polygonatum kingianum,Asparagaceae,1,1,1,1,1,Polygonatum kingianum,wfo-0000715810,Polygonatum kingianum,Asparagaceae,exact_unique,exact
Polygonatum odoratum,polygonatum odoratum,polygonatum odoratum,1,1,1,1,1,Polygonatum odoratum,wfo-0000716063,Polygonatum odoratum,Asparagaceae,1,1,1,1,1,Polygonatum odoratum,wfo-0000716063,Polygonatum odoratum,Asparagaceae,exact_unique,exact
Polygonum aviculare,polygonum aviculare,polygonum aviculare,1,1,1,1,1,Polygonum aviculare,wfo-0000489656,Polygonum aviculare,Polygonaceae,1,1,1,1,1,Polygonum aviculare,wfo-0000489656,Polygonum aviculare,Polygonaceae,exact_unique,exact
Polygonum divaricatum,polygonum divaricatum,polygonum divaricatum,1,1,1,1,1,Polygonum divaricatum,wfo-0001100839,Polygonum divaricatum,Polygonaceae,1,1,1,1,1,Polygonum divaricatum,wfo-0001100839,Polygonum divaricatum,Polygonaceae,exact_unique,exact
Polygonum glaucum,polygonum glaucum,polygonum glaucum,1,1,1,1,1,Polygonum glaucum,wfo-0000489937,Polygonum glaucum,Polygonaceae,1,1,1,1,1,Polygonum glaucum,wfo-0000489937,Polygonum glaucum,Polygonaceae,exact_unique,exact
Polygonum hydropiper,polygonum hydropiper,polygonum hydropiper,1,1,1,1,1,Polygonum hydropiper,wfo-0000488426,Persicaria hydropiper,Polygonaceae,1,1,1,1,1,Polygonum hydropiper,wfo-0000488426,Persicaria hydropiper,Polygonaceae,exact_unique,exact
Polygonum lapathifolium,polygonum lapathifolium,polygonum lapathifolium,1,1,1,1,1,Polygonum lapathifolium,wfo-0000488400,Persicaria lapathifolia,Polygonaceae,1,1,1,1,1,Polygonum lapathifolium,wfo-0000488400,Persicaria lapathifolia,Polygonaceae,exact_unique,exact
Polygonum maritimum,polygonum maritimum,polygonum maritimum,1,1,1,1,1,Polygonum maritimum,wfo-0000489807,Polygonum maritimum,Polygonaceae,1,1,1,1,1,Polygonum maritimum,wfo-0000489807,Polygonum maritimum,Polygonaceae,exact_unique,exact
Polygonum multiflorum,polygonum multiflorum,polygonum multiflorum,1,1,1,1,1,Polygonum multiflorum,wfo-0000404395,Reynoutria multiflora,Polygonaceae,1,1,1,1,1,Polygonum multiflorum,wfo-0000404395,Reynoutria multiflora,Polygonaceae,exact_unique,exact
Polygonum orientale,polygonum orientale,polygonum orientale,1,1,1,1,1,Polygonum orientale,wfo-0000488434,Persicaria orientalis,Polygonaceae,1,1,1,1,1,Polygonum orientale,wfo-0000488434,Persicaria orientalis,Polygonaceae,exact_unique,exact
Polylepis incana,polylepis incana,polylepis incana,1,1,1,1,1,Polylepis incana,wfo-0000989076,Polylepis incana,Rosaceae,1,1,1,1,1,Polylepis incana,wfo-0000989076,Polylepis incana,Rosaceae,exact_unique,exact
Polypodiodes amoena,polypodiodes amoena,polypodiodes amoena,1,1,1,1,1,Polypodiodes amoena,wfo-1200105074,Goniophlebium amoenum,Polypodiaceae,1,1,1,1,1,Polypodiodes amoena,wfo-1200105074,Goniophlebium amoenum,Polypodiaceae,exact_unique,exact
Polypodium pleurosorum,polypodium pleurosorum,polypodium pleurosorum,1,1,1,1,1,Polypodium pleurosorum,wfo-0001113817,Phlebodium inaequale,Polypodiaceae,1,1,1,1,1,Polypodium pleurosorum,wfo-0001113817,Phlebodium inaequale,Polypodiaceae,exact_unique,exact
Polytrichastrum pallidisetum,polytrichastrum pallidisetum,polytrichastrum pallidisetum,1,1,1,1,1,Polytrichastrum pallidisetum,wfo-0001170208,Polytrichum pallidisetum,Polytrichaceae,1,1,1,1,1,Polytrichastrum pallidisetum,wfo-0001170208,Polytrichum pallidisetum,Polytrichaceae,exact_unique,exact
Polytrichum commune,polytrichum commune,polytrichum commune,1,1,1,1,1,Polytrichum commune,wfo-0001160523,Polytrichum commune,Polytrichaceae,1,1,1,1,1,Polytrichum commune,wfo-0001160523,Polytrichum commune,Polytrichaceae,exact_unique,exact
Polytrichum pallidisetum,polytrichum pallidisetum,polytrichum pallidisetum,1,1,1,1,1,Polytrichum pallidisetum,wfo-0001170208,Polytrichum pallidisetum,Polytrichaceae,1,1,1,1,1,Polytrichum pallidisetum,wfo-0001170208,Polytrichum pallidisetum,Polytrichaceae,exact_unique,exact
Poncirus trifoliata,poncirus trifoliata,poncirus trifoliata,1,1,1,1,1,Poncirus trifoliata,wfo-0000608305,Citrus trifoliata,Rutaceae,1,1,1,1,1,Poncirus trifoliata,wfo-0000608305,Citrus trifoliata,Rutaceae,exact_unique,exact
Pongamia pinnata,pongamia pinnata,pongamia pinnata,2,2,1,1,1,Pongamia pinnata,wfo-0000201168,Pongamia pinnata,Fabaceae,2,2,1,1,1,Pongamia pinnata,wfo-0000201168,Pongamia pinnata,Fabaceae,exact_unique,exact
Pongamiopsis pervilleana,pongamiopsis pervilleana,pongamiopsis pervilleana,1,1,1,1,1,Pongamiopsis pervilleana,wfo-0000196269,Pongamiopsis pervilleana,Fabaceae,1,1,1,1,1,Pongamiopsis pervilleana,wfo-0000196269,Pongamiopsis pervilleana,Fabaceae,exact_unique,exact
Populus,populus,populus,1,1,1,1,1,Populus,wfo-4000030925,Populus,Salicaceae,1,1,1,1,1,Populus,wfo-4000030925,Populus,Salicaceae,exact_unique,exact
Populus alba,populus alba,populus alba,1,1,1,1,1,Populus alba,wfo-0000928384,Populus alba,Salicaceae,1,1,1,1,1,Populus alba,wfo-0000928384,Populus alba,Salicaceae,exact_unique,exact
Populus balsamifera,populus balsamifera,populus balsamifera,1,1,1,1,1,Populus balsamifera,wfo-0000928157,Populus balsamifera,Salicaceae,1,1,1,1,1,Populus balsamifera,wfo-0000928157,Populus balsamifera,Salicaceae,exact_unique,exact
Populus canadensis,populus canadensis,populus canadensis,2,2,1,1,1,Populus canadensis,wfo-0000928240,Populus deltoides subsp. monilifera,Salicaceae,3,3,1,1,1,Populus canadensis | Populus canadensis unranked aurea-vangeertii,wfo-0000928240,Populus deltoides subsp. monilifera,Salicaceae,exact_unique,exact
Populus cathayana,populus cathayana,populus cathayana,1,1,1,1,1,Populus cathayana,wfo-0001133622,Populus cathayana,Salicaceae,1,1,1,1,1,Populus cathayana,wfo-0001133622,Populus cathayana,Salicaceae,exact_unique,exact
Populus davidiana,populus davidiana,populus davidiana,1,1,1,1,1,Populus davidiana,wfo-0000930744,Populus tremula var. davidiana,Salicaceae,1,1,1,1,1,Populus davidiana,wfo-0000930744,Populus tremula var. davidiana,Salicaceae,exact_unique,exact
Populus deltoides,populus deltoides,populus deltoides,1,1,1,1,1,Populus deltoides,wfo-0000928101,Populus deltoides,Salicaceae,1,1,1,1,1,Populus deltoides,wfo-0000928101,Populus deltoides,Salicaceae,exact_unique,exact
Populus grandidentata,populus grandidentata,populus grandidentata,1,1,1,1,1,Populus grandidentata,wfo-0000928328,Populus grandidentata,Salicaceae,1,1,1,1,1,Populus grandidentata,wfo-0000928328,Populus grandidentata,Salicaceae,exact_unique,exact
Populus lasiocarpa,populus lasiocarpa,populus lasiocarpa,1,1,1,1,1,Populus lasiocarpa,wfo-0001133786,Populus lasiocarpa,Salicaceae,1,1,1,1,1,Populus lasiocarpa,wfo-0001133786,Populus lasiocarpa,Salicaceae,exact_unique,exact
Populus laurifolia,populus laurifolia,populus laurifolia,1,1,1,1,1,Populus laurifolia,wfo-0001133649,Populus laurifolia,Salicaceae,1,1,1,1,1,Populus laurifolia,wfo-0001133649,Populus laurifolia,Salicaceae,exact_unique,exact
Populus maximowiczii,populus maximowiczii,populus maximowiczii,1,1,1,1,1,Populus maximowiczii,wfo-0000928194,Populus suaveolens,Salicaceae,1,1,1,1,1,Populus maximowiczii,wfo-0000928194,Populus suaveolens,Salicaceae,exact_unique,exact
Populus nigra,populus nigra,populus nigra,1,1,1,1,1,Populus nigra,wfo-0000928297,Populus nigra,Salicaceae,1,1,1,1,1,Populus nigra,wfo-0000928297,Populus nigra,Salicaceae,exact_unique,exact
Populus sieboldii,populus sieboldii,populus sieboldii,1,1,1,1,1,Populus sieboldii,wfo-0000928358,Populus tremula var. sieboldii,Salicaceae,1,1,1,1,1,Populus sieboldii,wfo-0000928358,Populus tremula var. sieboldii,Salicaceae,exact_unique,exact
Populus simonii,populus simonii,populus simonii,1,1,1,1,1,Populus simonii,wfo-0000928187,Populus simonii,Salicaceae,1,1,1,1,1,Populus simonii,wfo-0000928187,Populus simonii,Salicaceae,exact_unique,exact
Populus suaveolens,populus suaveolens,populus suaveolens,4,4,1,1,1,Populus suaveolens,wfo-0000928194,Populus suaveolens,Salicaceae,4,4,1,1,1,Populus suaveolens,wfo-0000928194,Populus suaveolens,Salicaceae,exact_unique,exact
Populus tomentosa,populus tomentosa,populus tomentosa,1,1,1,1,1,Populus tomentosa,wfo-0001133621,Populus tomentosa,Salicaceae,1,1,1,1,1,Populus tomentosa,wfo-0001133621,Populus tomentosa,Salicaceae,exact_unique,exact
Populus tremula,populus tremula,populus tremula,1,1,1,1,1,Populus tremula,wfo-0000928205,Populus tremula,Salicaceae,1,1,1,1,1,Populus tremula,wfo-0000928205,Populus tremula,Salicaceae,exact_unique,exact
Populus tremuloides,populus tremuloides,populus tremuloides,1,1,1,1,1,Populus tremuloides,wfo-0000928260,Populus tremuloides,Salicaceae,1,1,1,1,1,Populus tremuloides,wfo-0000928260,Populus tremuloides,Salicaceae,exact_unique,exact
Populus violascens,populus violascens,populus violascens,1,1,1,1,1,Populus violascens,wfo-0001133788,Populus violascens,Salicaceae,1,1,1,1,1,Populus violascens,wfo-0001133788,Populus violascens,Salicaceae,exact_unique,exact
Populus yunnanensis,populus yunnanensis,populus yunnanensis,1,1,1,1,1,Populus yunnanensis,wfo-0001133818,Populus yunnanensis,Salicaceae,1,1,1,1,1,Populus yunnanensis,wfo-0001133818,Populus yunnanensis,Salicaceae,exact_unique,exact
Porophyllum scoparium,porophyllum scoparium,porophyllum scoparium,1,1,1,1,1,Porophyllum scoparium,wfo-0000012501,Porophyllum scoparium,Asteraceae,1,1,1,1,1,Porophyllum scoparium,wfo-0000012501,Porophyllum scoparium,Asteraceae,exact_unique,exact
Portulaca oleracea,portulaca oleracea,portulaca oleracea,1,1,1,1,1,Portulaca oleracea,wfo-0000484425,Portulaca oleracea,Portulacaceae,1,1,1,1,1,Portulaca oleracea,wfo-0000484425,Portulaca oleracea,Portulacaceae,exact_unique,exact
Posidonia oceanica,posidonia oceanica,posidonia oceanica,1,1,1,1,1,Posidonia oceanica,wfo-0000769715,Posidonia oceanica,Posidoniaceae,1,1,1,1,1,Posidonia oceanica,wfo-0000769715,Posidonia oceanica,Posidoniaceae,exact_unique,exact
Potentilla anserina,potentilla anserina,potentilla anserina,1,1,1,1,1,Potentilla anserina,wfo-0001009478,Argentina anserina,Rosaceae,6,6,3,3,1,Potentilla anserina | Potentilla anserina prol. argentina | Potentilla anserina unranked biflora | Potentilla anserina unranked egedii | Potentilla anserina unranked genuina | Potentilla anserina unranked glabrata,wfo-0001009478 | wfo-0001009505 | wfo-1200075009,Argentina anserina | Argentina anserina subsp. anserina | Argentina anserina subsp. groenlandica,Rosaceae,exact_unique,exact
Potentilla fruticosa,potentilla fruticosa,potentilla fruticosa,1,1,1,1,1,Potentilla fruticosa,wfo-0001017396,Dasiphora fruticosa,Rosaceae,2,2,1,1,1,Potentilla fruticosa | Potentilla fruticosa unranked typica,wfo-0001017396,Dasiphora fruticosa,Rosaceae,exact_unique,exact
Potentilla tormentilla,potentilla tormentilla,potentilla tormentilla,4,4,1,1,1,Potentilla tormentilla,wfo-0000984938,Potentilla erecta,Rosaceae,9,9,1,1,1,Potentilla tormentilla | Potentilla tormentilla prol. reducta | Potentilla tormentilla unranked elatior | Potentilla tormentilla unranked erecta | Potentilla tormentilla unranked fallax | Potentilla tormentilla unranked pinnatifida,wfo-0000984938,Potentilla erecta,Rosaceae,exact_unique,exact
Premna fulva,premna fulva,premna fulva,1,1,1,1,1,Premna fulva,wfo-0000282626,Premna fulva,Lamiaceae,1,1,1,1,1,Premna fulva,wfo-0000282626,Premna fulva,Lamiaceae,exact_unique,exact
Premna resinosa,premna resinosa,premna resinosa,1,1,1,1,1,Premna resinosa,wfo-0000282817,Premna resinosa,Lamiaceae,1,1,1,1,1,Premna resinosa,wfo-0000282817,Premna resinosa,Lamiaceae,exact_unique,exact
Primula pulverulenta,primula pulverulenta,primula pulverulenta,1,1,1,1,1,Primula pulverulenta,wfo-0001105481,Primula pulverulenta,Primulaceae,1,1,1,1,1,Primula pulverulenta,wfo-0001105481,Primula pulverulenta,Primulaceae,exact_unique,exact
Primula sinensis,primula sinensis,primula sinensis,2,2,1,1,1,Primula sinensis,wfo-0001105925,Primula praenitens,Primulaceae,3,3,1,1,1,Primula sinensis | Primula sinensis unranked alba-plena-grandiflora,wfo-0001105925,Primula praenitens,Primulaceae,exact_unique,exact
Pronephrium penangianum,pronephrium penangianum,pronephrium penangianum,2,2,1,1,1,Pronephrium penangianum,wfo-1000027860,Menisciopsis penangiana,Thelypteridaceae,2,2,1,1,1,Pronephrium penangianum,wfo-1000027860,Menisciopsis penangiana,Thelypteridaceae,exact_unique,exact
Pronephrium triphyllum,pronephrium triphyllum,pronephrium triphyllum,2,2,1,1,1,Pronephrium triphyllum,wfo-1000027251,Grypothrix triphylla,Thelypteridaceae,2,2,1,1,1,Pronephrium triphyllum,wfo-1000027251,Grypothrix triphylla,Thelypteridaceae,exact_unique,exact
Prosopidastrum globosum,prosopidastrum globosum,prosopidastrum globosum,1,1,1,1,1,Prosopidastrum globosum,wfo-0000169462,Prosopidastrum globosum,Fabaceae,1,1,1,1,1,Prosopidastrum globosum,wfo-0000169462,Prosopidastrum globosum,Fabaceae,exact_unique,exact
Prosopis cineraria,prosopis cineraria,prosopis cineraria,1,1,1,1,1,Prosopis cineraria,wfo-0000185047,Prosopis cineraria,Fabaceae,1,1,1,1,1,Prosopis cineraria,wfo-0000185047,Prosopis cineraria,Fabaceae,exact_unique,exact
Prosopis glandulosa,prosopis glandulosa,prosopis glandulosa,1,1,1,1,1,Prosopis glandulosa,wfo-0000170593,Neltuma glandulosa,Fabaceae,1,1,1,1,1,Prosopis glandulosa,wfo-0000170593,Neltuma glandulosa,Fabaceae,exact_unique,exact
Prosopis juliflora,prosopis juliflora,prosopis juliflora,1,1,1,1,1,Prosopis juliflora,wfo-0000184288,Neltuma juliflora,Fabaceae,1,1,1,1,1,Prosopis juliflora,wfo-0000184288,Neltuma juliflora,Fabaceae,exact_unique,exact
Prosthechea alagoensis,prosthechea alagoensis,prosthechea alagoensis,1,1,1,1,1,Prosthechea alagoensis,wfo-0000283511,Prosthechea alagoensis,Orchidaceae,1,1,1,1,1,Prosthechea alagoensis,wfo-0000283511,Prosthechea alagoensis,Orchidaceae,exact_unique,exact
Prosthechea allemanii,prosthechea allemanii,prosthechea allemanii,1,1,1,1,1,Prosthechea allemanii,wfo-0000283512,Prosthechea allemanii,Orchidaceae,1,1,1,1,1,Prosthechea allemanii,wfo-0000283512,Prosthechea allemanii,Orchidaceae,exact_unique,exact
Prosthechea allemanoides,prosthechea allemanoides,prosthechea allemanoides,1,1,1,1,1,Prosthechea allemanoides,wfo-0000283513,Prosthechea allemanoides,Orchidaceae,1,1,1,1,1,Prosthechea allemanoides,wfo-0000283513,Prosthechea allemanoides,Orchidaceae,exact_unique,exact
Prosthechea bulbosa,prosthechea bulbosa,prosthechea bulbosa,1,1,1,1,1,Prosthechea bulbosa,wfo-0000283526,Prosthechea bulbosa,Orchidaceae,1,1,1,1,1,Prosthechea bulbosa,wfo-0000283526,Prosthechea bulbosa,Orchidaceae,exact_unique,exact
Prosthechea caetensis,prosthechea caetensis,prosthechea caetensis,1,1,1,1,1,Prosthechea caetensis,wfo-0000283527,Prosthechea caetensis,Orchidaceae,1,1,1,1,1,Prosthechea caetensis,wfo-0000283527,Prosthechea caetensis,Orchidaceae,exact_unique,exact
Prosthechea calamaria,prosthechea calamaria,prosthechea calamaria,1,1,1,1,1,Prosthechea calamaria,wfo-0000283528,Prosthechea calamaria,Orchidaceae,1,1,1,1,1,Prosthechea calamaria,wfo-0000283528,Prosthechea calamaria,Orchidaceae,exact_unique,exact
Prosthechea campos-portoi,prosthechea campos-portoi,prosthechea campos-portoi,1,1,1,1,1,Prosthechea campos-portoi,wfo-0000283529,Prosthechea campos-portoi,Orchidaceae,1,1,1,1,1,Prosthechea campos-portoi,wfo-0000283529,Prosthechea campos-portoi,Orchidaceae,exact_unique,exact
Prosthechea cochleata,prosthechea cochleata,prosthechea cochleata,1,1,1,1,1,Prosthechea cochleata,wfo-0000283538,Prosthechea cochleata,Orchidaceae,1,1,1,1,1,Prosthechea cochleata,wfo-0000283538,Prosthechea cochleata,Orchidaceae,exact_unique,exact
Prosthechea faresiana,prosthechea faresiana,prosthechea faresiana,1,1,1,1,1,Prosthechea faresiana,wfo-0000283545,Prosthechea faresiana,Orchidaceae,1,1,1,1,1,Prosthechea faresiana,wfo-0000283545,Prosthechea faresiana,Orchidaceae,exact_unique,exact
Prosthechea fausta,prosthechea fausta,prosthechea fausta,1,1,1,1,1,Prosthechea fausta,wfo-0000283546,Prosthechea fausta,Orchidaceae,1,1,1,1,1,Prosthechea fausta,wfo-0000283546,Prosthechea fausta,Orchidaceae,exact_unique,exact
Prosthechea fragrans,prosthechea fragrans,prosthechea fragrans,1,1,1,1,1,Prosthechea fragrans,wfo-0000283549,Prosthechea fragrans,Orchidaceae,1,1,1,1,1,Prosthechea fragrans,wfo-0000283549,Prosthechea fragrans,Orchidaceae,exact_unique,exact
Prosthechea glumacea,prosthechea glumacea,prosthechea glumacea,1,1,1,1,1,Prosthechea glumacea,wfo-0000283556,Prosthechea glumacea,Orchidaceae,1,1,1,1,1,Prosthechea glumacea,wfo-0000283556,Prosthechea glumacea,Orchidaceae,exact_unique,exact
Prosthechea grammatoglossa,prosthechea grammatoglossa,prosthechea grammatoglossa,1,1,1,1,1,Prosthechea grammatoglossa,wfo-0000283557,Prosthechea grammatoglossa,Orchidaceae,1,1,1,1,1,Prosthechea grammatoglossa,wfo-0000283557,Prosthechea grammatoglossa,Orchidaceae,exact_unique,exact
Prosthechea hartwegii,prosthechea hartwegii,prosthechea hartwegii,1,1,1,1,1,Prosthechea hartwegii,wfo-0000283562,Prosthechea hartwegii,Orchidaceae,1,1,1,1,1,Prosthechea hartwegii,wfo-0000283562,Prosthechea hartwegii,Orchidaceae,exact_unique,exact
Prosthechea livida,prosthechea livida,prosthechea livida,1,1,1,1,1,Prosthechea livida,wfo-0000283575,Prosthechea livida,Orchidaceae,1,1,1,1,1,Prosthechea livida,wfo-0000283575,Prosthechea livida,Orchidaceae,exact_unique,exact
Prosthechea moojenii,prosthechea moojenii,prosthechea moojenii,1,1,1,1,1,Prosthechea moojenii,wfo-0000283581,Prosthechea moojenii,Orchidaceae,1,1,1,1,1,Prosthechea moojenii,wfo-0000283581,Prosthechea moojenii,Orchidaceae,exact_unique,exact
Prosthechea papilio,prosthechea papilio,prosthechea papilio,1,1,1,1,1,Prosthechea papilio,wfo-0000283590,Prosthechea papilio,Orchidaceae,1,1,1,1,1,Prosthechea papilio,wfo-0000283590,Prosthechea papilio,Orchidaceae,exact_unique,exact
Prosthechea pygmaea,prosthechea pygmaea,prosthechea pygmaea,1,1,1,1,1,Prosthechea pygmaea,wfo-0000283600,Prosthechea pygmaea,Orchidaceae,1,1,1,1,1,Prosthechea pygmaea,wfo-0000283600,Prosthechea pygmaea,Orchidaceae,exact_unique,exact
