family,n_occurrence_rows,n_compounds,n_scaffolds_murcko,n_compounds_with_scaffold,n_genera,n_species,n_references,n_sources,n_unresolved_rows,dataset,scaffold_per_compound,pct_compounds_with_scaffold,compounds_per_species,references_per_compound,n_accepted_species_wfo,pct_wfo_species_represented,ncomp_ge_1,ncomp_ge_5,ncomp_ge_10,ncomp_ge_20,eligible_primary
Boraginaceae,6,6,1,6,2,2,2,1,0,core,0.16666666666666666,100,3,0.3333333333333333,2241,0.0892458723784025,TRUE,TRUE,FALSE,FALSE,TRUE
Cercidiphyllaceae,6,6,1,6,1,1,1,1,0,core,0.16666666666666666,100,6,0.16666666666666666,2,50,TRUE,TRUE,FALSE,FALSE,FALSE
Cynomoriaceae,9,6,3,6,1,1,4,1,0,core,0.5,100,6,0.6666666666666666,1,100,TRUE,TRUE,FALSE,FALSE,FALSE
Daphniphyllaceae,6,6,2,6,1,1,2,1,0,core,0.3333333333333333,100,6,0.3333333333333333,31,3.225806451612903,TRUE,TRUE,FALSE,FALSE,FALSE
Elaeagnaceae,7,6,1,6,2,2,2,1,0,core,0.16666666666666666,100,3,0.3333333333333333,106,1.8867924528301887,TRUE,TRUE,FALSE,FALSE,TRUE
Hernandiaceae,6,6,1,6,1,1,1,1,0,core,0.16666666666666666,100,6,0.16666666666666666,71,1.408450704225352,TRUE,TRUE,FALSE,FALSE,FALSE
Melanthiaceae,7,6,1,6,2,2,3,1,0,core,0.16666666666666666,100,3,0.5,191,1.0471204188481675,TRUE,TRUE,FALSE,FALSE,TRUE
Nothofagaceae,6,6,3,6,1,3,4,1,0,core,0.5,100,2,0.6666666666666666,44,6.818181818181818,TRUE,TRUE,FALSE,FALSE,TRUE
Oxalidaceae,6,6,3,6,1,1,1,1,0,core,0.5,100,6,0.16666666666666666,668,0.1497005988023952,TRUE,TRUE,FALSE,FALSE,FALSE
Tectariaceae,6,6,1,6,1,1,1,1,0,core,0.16666666666666666,100,6,0.16666666666666666,315,0.31746031746031744,TRUE,TRUE,FALSE,FALSE,FALSE
Typhaceae,15,6,1,6,1,2,3,1,0,core,0.16666666666666666,100,3,0.5,77,2.5974025974025974,TRUE,TRUE,FALSE,FALSE,TRUE
Urticaceae,18,6,4,6,3,5,3,1,0,core,0.6666666666666666,100,1.2,0.5,2148,0.23277467411545624,TRUE,TRUE,FALSE,FALSE,TRUE
Aquifoliaceae,5,5,2,5,1,2,4,1,0,core,0.4,100,2.5,0.8,598,0.33444816053511706,TRUE,TRUE,FALSE,FALSE,TRUE
Araucariaceae,5,5,2,5,1,1,2,1,0,core,0.4,100,5,0.4,38,2.6315789473684212,TRUE,TRUE,FALSE,FALSE,FALSE
Aspleniaceae,5,5,1,5,1,2,2,1,0,core,0.2,100,2.5,0.4,1028,0.19455252918287938,TRUE,TRUE,FALSE,FALSE,TRUE
Cornaceae,5,5,2,5,1,2,2,1,0,core,0.4,100,2.5,0.4,118,1.694915254237288,TRUE,TRUE,FALSE,FALSE,TRUE
Dennstaedtiaceae,6,5,2,5,3,3,4,1,0,core,0.4,100,1.6666666666666667,0.8,253,1.1857707509881423,TRUE,TRUE,FALSE,FALSE,TRUE
Eucommiaceae,5,5,3,5,1,1,3,1,0,core,0.6,100,5,0.6,1,100,TRUE,TRUE,FALSE,FALSE,FALSE
Hydrangeaceae,5,5,2,5,2,2,2,1,0,core,0.4,100,2.5,0.4,219,0.91324200913242,TRUE,TRUE,FALSE,FALSE,TRUE
Lembophyllaceae,5,5,4,5,1,1,1,1,0,core,0.8,100,5,0.2,79,1.2658227848101267,TRUE,TRUE,FALSE,FALSE,FALSE
Altingiaceae,4,4,4,4,1,2,2,1,0,core,1,100,2,0.5,15,13.333333333333334,TRUE,FALSE,FALSE,FALSE,FALSE
Capparaceae,4,4,1,4,2,2,2,1,0,core,0.25,100,2,0.5,634,0.31545741324921134,TRUE,FALSE,FALSE,FALSE,FALSE
Cyatheaceae,4,4,1,4,1,1,1,1,0,core,0.25,100,4,0.25,744,0.13440860215053763,TRUE,FALSE,FALSE,FALSE,FALSE
Dicranaceae,4,4,2,4,1,1,1,1,0,core,0.5,100,4,0.25,393,0.2544529262086514,TRUE,FALSE,FALSE,FALSE,FALSE
Didiereaceae,4,4,1,4,2,2,2,1,0,core,0.25,100,2,0.5,23,8.695652173913043,TRUE,FALSE,FALSE,FALSE,FALSE
Elatinaceae,4,4,1,4,1,1,1,1,0,core,0.25,100,4,0.25,61,1.639344262295082,TRUE,FALSE,FALSE,FALSE,FALSE
Lardizabalaceae,5,4,2,4,1,1,2,1,0,core,0.5,100,4,0.5,40,2.5,TRUE,FALSE,FALSE,FALSE,FALSE
Olacaceae,4,4,2,4,1,2,2,1,0,core,0.5,100,2,0.5,184,1.0869565217391304,TRUE,FALSE,FALSE,FALSE,FALSE
Passifloraceae,4,4,3,4,2,3,3,1,0,core,0.75,100,1.3333333333333333,0.75,1067,0.28116213683223995,TRUE,FALSE,FALSE,FALSE,FALSE
Portulacaceae,4,4,2,4,1,1,2,1,0,core,0.5,100,4,0.5,113,0.8849557522123894,TRUE,FALSE,FALSE,FALSE,FALSE
Achariaceae,3,3,1,3,1,1,1,1,0,core,0.3333333333333333,100,3,0.3333333333333333,196,0.5102040816326531,TRUE,FALSE,FALSE,FALSE,FALSE
Araceae,3,3,2,3,2,2,2,1,0,core,0.6666666666666666,100,1.5,0.6666666666666666,4506,0.04438526409232135,TRUE,FALSE,FALSE,FALSE,FALSE
Bryaceae,6,3,1,3,1,1,2,1,0,core,0.3333333333333333,100,3,0.6666666666666666,636,0.15723270440251572,TRUE,FALSE,FALSE,FALSE,FALSE
Calceolariaceae,3,3,1,3,1,1,2,1,0,core,0.3333333333333333,100,3,0.6666666666666666,278,0.3597122302158273,TRUE,FALSE,FALSE,FALSE,FALSE
Corsiniaceae,3,3,2,3,1,1,1,1,0,core,0.6666666666666666,100,3,0.3333333333333333,13,7.6923076923076925,TRUE,FALSE,FALSE,FALSE,FALSE
Pandaceae,3,3,2,3,2,2,2,1,0,core,0.6666666666666666,100,1.5,0.6666666666666666,12,16.666666666666668,TRUE,FALSE,FALSE,FALSE,FALSE
Sciadopityaceae,3,3,1,3,1,1,1,1,0,core,0.3333333333333333,100,3,0.3333333333333333,1,100,TRUE,FALSE,FALSE,FALSE,FALSE
Symplocaceae,3,3,2,3,1,2,2,1,0,core,0.6666666666666666,100,1.5,0.6666666666666666,413,0.48426150121065376,TRUE,FALSE,FALSE,FALSE,FALSE
Winteraceae,4,3,1,3,1,2,2,1,0,core,0.3333333333333333,100,1.5,0.6666666666666666,95,2.1052631578947367,TRUE,FALSE,FALSE,FALSE,FALSE
Acrobolbaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,60,1.6666666666666667,TRUE,FALSE,FALSE,FALSE,FALSE
Athyriaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,884,0.11312217194570136,TRUE,FALSE,FALSE,FALSE,FALSE
Bonnetiaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,38,2.6315789473684212,TRUE,FALSE,FALSE,FALSE,FALSE
Casuarinaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,91,1.098901098901099,TRUE,FALSE,FALSE,FALSE,FALSE
Coriariaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,17,5.882352941176471,TRUE,FALSE,FALSE,FALSE,FALSE
Cunoniaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,338,0.2958579881656805,TRUE,FALSE,FALSE,FALSE,FALSE
Diapensiaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,19,5.2631578947368425,TRUE,FALSE,FALSE,FALSE,FALSE
Haloragaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,162,0.6172839506172839,TRUE,FALSE,FALSE,FALSE,FALSE
Humiriaceae,2,2,2,2,1,1,1,1,0,core,1,100,2,0.5,69,1.4492753623188406,TRUE,FALSE,FALSE,FALSE,FALSE
Leucobryaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,322,0.3105590062111801,TRUE,FALSE,FALSE,FALSE,FALSE
Lycopodiaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,512,0.1953125,TRUE,FALSE,FALSE,FALSE,FALSE
Marchantiaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,51,1.9607843137254901,TRUE,FALSE,FALSE,FALSE,FALSE
Menispermaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,545,0.1834862385321101,TRUE,FALSE,FALSE,FALSE,FALSE
Molluginaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,84,1.1904761904761905,TRUE,FALSE,FALSE,FALSE,FALSE
Ophioglossaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,140,0.7142857142857143,TRUE,FALSE,FALSE,FALSE,FALSE
Pentaphylacaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,538,0.18587360594795538,TRUE,FALSE,FALSE,FALSE,FALSE
Phytolaccaceae,2,2,1,2,1,1,1,1,0,core,0.5,100,2,0.5,30,3.3333333333333335,TRUE,FALSE,FALSE,FALSE,FALSE
Tamaricaceae,4,2,1,2,1,1,2,1,0,core,0.5,100,2,1,79,1.2658227848101267,TRUE,FALSE,FALSE,FALSE,FALSE
Balsaminaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,1135,0.0881057268722467,TRUE,FALSE,FALSE,FALSE,FALSE
Basellaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,19,5.2631578947368425,TRUE,FALSE,FALSE,FALSE,FALSE
Bixaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,26,3.8461538461538463,TRUE,FALSE,FALSE,FALSE,FALSE
Eupteleaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,2,50,TRUE,FALSE,FALSE,FALSE,FALSE
Loganiaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,501,0.1996007984031936,TRUE,FALSE,FALSE,FALSE,FALSE
Marcgraviaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,136,0.7352941176470589,TRUE,FALSE,FALSE,FALSE,FALSE
Oleaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,769,0.13003901170351106,TRUE,FALSE,FALSE,FALSE,FALSE
Pontederiaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,47,2.127659574468085,TRUE,FALSE,FALSE,FALSE,FALSE
Posidoniaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,15,6.666666666666667,TRUE,FALSE,FALSE,FALSE,FALSE
Sarraceniaceae,10,1,1,1,1,10,1,2,0,core,1,100,0.1,1,52,19.23076923076923,TRUE,FALSE,FALSE,FALSE,FALSE
Saururaceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,7,14.285714285714286,TRUE,FALSE,FALSE,FALSE,FALSE
Trochodendraceae,1,1,1,1,1,1,1,1,0,core,1,100,1,1,2,50,TRUE,FALSE,FALSE,FALSE,FALSE
