original_name,exact_name,key,legacy_n_accepted_ids,legacy_resolved,hierarchical_resolved,comparison_status,match_rule,resolution_status,accepted_name,accepted_id,accepted_family,accepted_genus,accepted_rank
Piptanthus nepalensis,piptanthus nepalensis,piptanthus nepalensis,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_consensus_multiple_ids,Piptanthus nepalensis,wfo-0000186282,Fabaceae,Piptanthus,species
Humulus lupulus,humulus lupulus,humulus lupulus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Humulus lupulus,wfo-0000725866,Cannabaceae,Humulus,species
Lannea coromandelica,lannea coromandelica,lannea coromandelica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lannea coromandelica,wfo-0001050697,Anacardiaceae,Lannea,species
Sophora exigua,sophora exigua,sophora exigua,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Sophora exigua,wfo-0000186510,Fabaceae,Sophora,species
Iryanthera laevis,iryanthera laevis,iryanthera laevis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iryanthera laevis,wfo-0000732332,Myristicaceae,Iryanthera,species
Wedelia asperrima,wedelia asperrima,wedelia asperrima,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Wedelia asperrima,wfo-0000132007,Asteraceae,Wedelia,species
Cotinus coggygria,cotinus coggygria,cotinus coggygria,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cotinus coggygria,wfo-0000623618,Anacardiaceae,Cotinus,species
Crotalaria trichotoma,crotalaria trichotoma,crotalaria trichotoma,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Crotalaria trichotoma,wfo-0000186157,Fabaceae,Crotalaria,species
Campomanesia lineatifolia,campomanesia lineatifolia,campomanesia lineatifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Campomanesia lineatifolia,wfo-0000793396,Myrtaceae,Campomanesia,species
Lespedeza homoloba,lespedeza homoloba,lespedeza homoloba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lespedeza homoloba,wfo-0000185060,Fabaceae,Lespedeza,species
Morus macroura,morus macroura,morus macroura,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Morus macroura,wfo-0001245087,Moraceae,Morus,species
Morus australis,morus australis,morus australis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Morus indica,wfo-0000447884,Moraceae,Morus,species
Morus nigra,morus nigra,morus nigra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Morus nigra,wfo-0000447931,Moraceae,Morus,species
Dioclea grandiflora,dioclea grandiflora,dioclea grandiflora,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Macropsychanthus grandiflorus,wfo-0001443939,Fabaceae,Macropsychanthus,species
Eriosema tuberosum,eriosema tuberosum,eriosema tuberosum,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Eriosema tuberosum,wfo-0000195543,Fabaceae,Eriosema,species
Arnica viscosa,arnica viscosa,arnica viscosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Arnica viscosa,wfo-0000015907,Asteraceae,Arnica,species
Archidendron clypearia,archidendron clypearia,archidendron clypearia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Archidendron clypearia,wfo-0000185987,Fabaceae,Archidendron,species
Ceiba pentandra,ceiba pentandra,ceiba pentandra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ceiba pentandra,wfo-0000592594,Malvaceae,Ceiba,species
Davallia mariesii,davallia mariesii,davallia mariesii,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Davallia bullata,wfo-0001124797,Davalliaceae,Davallia,species
Aesculus hippocastanum,aesculus hippocastanum,aesculus hippocastanum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Aesculus hippocastanum,wfo-0000522287,Sapindaceae,Aesculus,species
Ononis vaginalis,ononis vaginalis,ononis vaginalis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Ononis vaginalis,wfo-0000186976,Fabaceae,Ononis,species
Amorpha fruticosa,amorpha fruticosa,amorpha fruticosa,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Amorpha fruticosa,wfo-0000213510,Fabaceae,Amorpha,species
Campylotropis hirtella,campylotropis hirtella,campylotropis hirtella,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Campylotropis hirtella,wfo-0000197754,Fabaceae,Campylotropis,species
Mabea caudata,mabea caudata,mabea caudata,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Mabea speciosa,wfo-0000231722,Euphorbiaceae,Mabea,species
Mabea fistulifera,mabea fistulifera,mabea fistulifera,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Mabea fistulifera,wfo-0000231651,Euphorbiaceae,Mabea,species
Cudrania cochinchinensis,cudrania cochinchinensis,cudrania cochinchinensis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Maclura cochinchinensis,wfo-0000448071,Moraceae,Maclura,species
Picea abies,picea abies,picea abies,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Picea abies,wfo-0000482030,Pinaceae,Picea,species
Afzelia bella,afzelia bella,afzelia bella,2,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Afzelia bella,wfo-0000211757,Fabaceae,Afzelia,species
Robinia pseudoacacia,robinia pseudoacacia,robinia pseudoacacia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Robinia pseudoacacia,wfo-0000213931,Fabaceae,Robinia,species
Tephrosia purpurea,tephrosia purpurea,tephrosia purpurea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Tephrosia purpurea,wfo-0000203860,Fabaceae,Tephrosia,species
Acacia melanoxylon,acacia melanoxylon,acacia melanoxylon,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Acacia melanoxylon,wfo-0000204086,Fabaceae,Acacia,species
Zuccagnia punctata,zuccagnia punctata,zuccagnia punctata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Zuccagnia punctata,wfo-0000174380,Fabaceae,Zuccagnia,species
Cryptocarya chinensis,cryptocarya chinensis,cryptocarya chinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Cryptocarya chinensis,wfo-0000627835,Lauraceae,Cryptocarya,species
Muntingia calabura,muntingia calabura,muntingia calabura,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Muntingia calabura,wfo-0000451606,Muntingiaceae,Muntingia,species
Angelica keiskei,angelica keiskei,angelica keiskei,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Angelica keiskei,wfo-0000536243,Apiaceae,Angelica,species
Clitoria fairchildiana,clitoria fairchildiana,clitoria fairchildiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Clitoria fairchildiana,wfo-0000164325,Fabaceae,Clitoria,species
Millettia brandisiana,millettia brandisiana,millettia brandisiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Millettia brandisiana,wfo-0000185916,Fabaceae,Millettia,species
Smilax china,smilax china,smilax china,3,FALSE,TRUE,recovered_by_hierarchical_rules,exact_accepted,exact_accepted_unique,Smilax china,wfo-0000740545,Smilacaceae,Smilax,species
Deguelia scandens,deguelia scandens,deguelia scandens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Deguelia scandens,wfo-0000182170,Fabaceae,Deguelia,species
Libocedrus bidwillii,libocedrus bidwillii,libocedrus bidwillii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Libocedrus bidwillii,wfo-0000358614,Cupressaceae,Libocedrus,species
Quercus miyagii,quercus miyagii,quercus miyagii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Quercus miyagii,wfo-0000292037,Fagaceae,Quercus,species
Glycyrrhiza glabra,glycyrrhiza glabra,glycyrrhiza glabra,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Glycyrrhiza glabra,wfo-0000212813,Fabaceae,Glycyrrhiza,species
Glycyrrhiza,glycyrrhiza,glycyrrhiza,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Glycyrrhiza,wfo-4000015856,Fabaceae,Glycyrrhiza,genus
Illicium anisatum,illicium anisatum,illicium anisatum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Illicium anisatum,wfo-1000047335,Schisandraceae,Illicium,species
Dioscorea cirrhosa,dioscorea cirrhosa,dioscorea cirrhosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Dioscorea cirrhosa,wfo-0000389893,Dioscoreaceae,Dioscorea,species
Erythrina lysistemon,erythrina lysistemon,erythrina lysistemon,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina lysistemon,wfo-0000180919,Fabaceae,Erythrina,species
Citrus japonica,citrus japonica,citrus japonica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Citrus japonica,wfo-0000608080,Rutaceae,Citrus,species
Bituminaria bituminosa,bituminaria bituminosa,bituminaria bituminosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bituminaria bituminosa,wfo-0000212280,Fabaceae,Bituminaria,species
Bituminaria morisiana,bituminaria morisiana,bituminaria morisiana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Bituminaria morisiana,wfo-0001062205,Fabaceae,Bituminaria,species
Erythrina mildbraedii,erythrina mildbraedii,erythrina mildbraedii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina mildbraedii,wfo-0000181003,Fabaceae,Erythrina,species
Malus domestica,malus domestica,malus domestica,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Malus pumila,malus pumila,malus pumila,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Malus × domestica,wfo-0001008355,Rosaceae,Malus,species
Malus sylvestris,malus sylvestris,malus sylvestris,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Malus sylvestris,wfo-0001016475,Rosaceae,Malus,species
Malus,malus,malus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Malus,wfo-4000022982,Rosaceae,Malus,genus
Boesenbergia rotunda,boesenbergia rotunda,boesenbergia rotunda,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Boesenbergia rotunda,wfo-0000341663,Zingiberaceae,Boesenbergia,species
NA,NA,NA,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Lippia origanoides,lippia origanoides,lippia origanoides,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lippia origanoides,wfo-0000229041,Verbenaceae,Lippia,species
Populus balsamifera,populus balsamifera,populus balsamifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Populus balsamifera,wfo-0000928157,Salicaceae,Populus,species
Kalmia procumbens,kalmia procumbens,kalmia procumbens,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Kalmia procumbens,wfo-0001280881,Ericaceae,Kalmia,species
Pieris japonica,pieris japonica,pieris japonica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pieris japonica,wfo-0001047846,Ericaceae,Pieris,species
Kalmia latifolia,kalmia latifolia,kalmia latifolia,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Kalmia latifolia,wfo-0000356132,Ericaceae,Kalmia,species
Docyniopsis doumeri,docyniopsis doumeri,docyniopsis doumeri,0,FALSE,FALSE,unresolved_by_both,unresolved,no_match,NA,NA,NA,NA,NA
Punica granatum,punica granatum,punica granatum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Punica granatum,wfo-0000468843,Lythraceae,Punica,species
Achyrocline flaccida,achyrocline flaccida,achyrocline flaccida,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Achyrocline flaccida,wfo-0000033502,Asteraceae,Achyrocline,species
Dalbergia spinosa,dalbergia spinosa,dalbergia spinosa,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Dalbergia horrida var. horrida,wfo-0000199962,Fabaceae,Dalbergia,variety
Neoraputia magnifica,neoraputia magnifica,neoraputia magnifica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Neoraputia magnifica,wfo-0000744331,Rutaceae,Neoraputia,species
Pongamia pinnata,pongamia pinnata,pongamia pinnata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pongamia pinnata,wfo-0000201168,Fabaceae,Pongamia,species
Millettia pinnata,millettia pinnata,millettia pinnata,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Pongamia pinnata,wfo-0000201168,Fabaceae,Pongamia,species
Quercus mongolica,quercus mongolica,quercus mongolica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Quercus mongolica,wfo-0000292048,Fagaceae,Quercus,species
Zollernia paraensis,zollernia paraensis,zollernia paraensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Zollernia paraensis,wfo-0000168624,Fabaceae,Zollernia,species
Lathyrus odoratus,lathyrus odoratus,lathyrus odoratus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lathyrus odoratus,wfo-0000212700,Fabaceae,Lathyrus,species
Breynia fruticosa,breynia fruticosa,breynia fruticosa,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Breynia fruticosa,wfo-0001049253,Phyllanthaceae,Breynia,species
Vicia faba,vicia faba,vicia faba,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vicia faba,wfo-0000212739,Fabaceae,Vicia,species
Croton lechleri,croton lechleri,croton lechleri,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Croton lechleri,wfo-0000931464,Euphorbiaceae,Croton,species
Camellia sinensis,camellia sinensis,camellia sinensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Camellia sinensis,wfo-0000582676,Theaceae,Camellia,species
Acacia fasciculifera,acacia fasciculifera,acacia fasciculifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Acacia fasciculifera,wfo-0000185303,Fabaceae,Acacia,species
Piper aduncum,piper aduncum,piper aduncum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piper aduncum,wfo-0000479665,Piperaceae,Piper,species
Lindera sericea,lindera sericea,lindera sericea,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lindera sericea,wfo-0001070369,Lauraceae,Lindera,species
Piper hostmannianum,piper hostmannianum,piper hostmannianum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Piper hostmannianum,wfo-0000478999,Piperaceae,Piper,species
Etlingera littoralis,etlingera littoralis,etlingera littoralis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Etlingera littoralis,wfo-0000415636,Zingiberaceae,Etlingera,species
Erythrina senegalensis,erythrina senegalensis,erythrina senegalensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Erythrina senegalensis,wfo-0000181131,Fabaceae,Erythrina,species
Iris domestica,iris domestica,iris domestica,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Iris domestica,wfo-0000796076,Iridaceae,Iris,species
Balanophora harlandii,balanophora harlandii,balanophora harlandii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Balanophora harlandii,wfo-0000558666,Balanophoraceae,Balanophora,species
Balanophora tobiracola,balanophora tobiracola,balanophora tobiracola,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Balanophora tobiracola,wfo-0000558738,Balanophoraceae,Balanophora,species
Eriolobus trilobatus,eriolobus trilobatus,eriolobus trilobatus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Eriolobus trilobatus,wfo-0000997960,Rosaceae,Eriolobus,species
Lithocarpus litseifolius,lithocarpus litseifolius,lithocarpus litseifolius,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lithocarpus litseifolius,wfo-0000230050,Fagaceae,Lithocarpus,species
Vitis piasezkii,vitis piasezkii,vitis piasezkii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vitis piasezkii,wfo-0001145893,Vitaceae,Vitis,species
Vitis saccharifera,vitis saccharifera,vitis saccharifera,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Vitis saccharifera,wfo-0000424419,Vitaceae,Vitis,species
Lithocarpus polystachyus,lithocarpus polystachyus,lithocarpus polystachyus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lithocarpus polystachyus,wfo-0000230171,Fagaceae,Lithocarpus,species
Fagopyrum megacarpum,fagopyrum megacarpum,fagopyrum megacarpum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Fagopyrum megacarpum,wfo-0000685475,Polygonaceae,Fagopyrum,species
Pueraria montana,pueraria montana,pueraria montana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pueraria montana,wfo-0000185101,Fabaceae,Pueraria,species
Pueraria,pueraria,pueraria,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pueraria,wfo-4000032154,Fabaceae,Pueraria,genus
Butea frondosa,butea frondosa,butea frondosa,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Butea monosperma,wfo-0000184561,Fabaceae,Butea,species
Butea monosperma,butea monosperma,butea monosperma,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Butea monosperma,wfo-0000184561,Fabaceae,Butea,species
Andira inermis,andira inermis,andira inermis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Andira inermis,wfo-0000171592,Fabaceae,Andira,species
Garcinia mannii,garcinia mannii,garcinia mannii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Garcinia mannii,wfo-0000694455,Clusiaceae,Garcinia,species
Garcinia thwaitesii,garcinia thwaitesii,garcinia thwaitesii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Garcinia thwaitesii,wfo-0000694691,Clusiaceae,Garcinia,species
Garcinia spicata,garcinia spicata,garcinia spicata,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Garcinia spicata,wfo-0000694663,Clusiaceae,Garcinia,species
Monotes engleri,monotes engleri,monotes engleri,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Monotes engleri,wfo-0001221376,Dipterocarpaceae,Monotes,species
Liquidambar formosana,liquidambar formosana,liquidambar formosana,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Liquidambar formosana,wfo-0000364066,Altingiaceae,Liquidambar,species
Neorautanenia amboensis,neorautanenia amboensis,neorautanenia amboensis,1,TRUE,TRUE,resolved_by_both,exact_synonym,exact_synonym_unique,Neorautanenia mitis,wfo-0000182738,Fabaceae,Neorautanenia,species
Pavetta owariensis,pavetta owariensis,pavetta owariensis,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Pavetta owariensis,wfo-0000265725,Rubiaceae,Pavetta,species
Coleogyne ramosissima,coleogyne ramosissima,coleogyne ramosissima,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Coleogyne ramosissima,wfo-0001003495,Rosaceae,Coleogyne,species
Trichilia catigua,trichilia catigua,trichilia catigua,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Trichilia catigua,wfo-0000455545,Meliaceae,Trichilia,species
Syzygium nervosum,syzygium nervosum,syzygium nervosum,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Syzygium nervosum,wfo-0000319069,Myrtaceae,Syzygium,species
Alpinia roxburghii,alpinia roxburghii,alpinia roxburghii,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Alpinia roxburghii,wfo-0000338744,Zingiberaceae,Alpinia,species
Lupinus polyphyllus,lupinus polyphyllus,lupinus polyphyllus,1,TRUE,TRUE,resolved_by_both,exact_accepted,exact_accepted_unique,Lupinus polyphyllus,wfo-0000213847,Fabaceae,Lupinus,species
