original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Morus cathayana,morus cathayana,morus cathayana,Morus cathayana,wfo-0001228795,wfo-0001228795,Moraceae,Morus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,113
Litsea sericea,litsea sericea,litsea sericea,Litsea sericea,wfo-0001070314,wfo-0001070314,Lauraceae,Litsea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,114
Neolitsea aurata,neolitsea aurata,neolitsea aurata,Neolitsea aurata,wfo-0001071585,wfo-0001071585,Lauraceae,Neolitsea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,115
Neolitsea sericea,neolitsea sericea,neolitsea sericea,Neolitsea sericea,wfo-0001071933,wfo-0001071933,Lauraceae,Neolitsea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,116
Smilax corbularia,smilax corbularia,smilax corbularia,Smilax corbularia,wfo-0000740672,wfo-0000740672,Smilacaceae,Smilax,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,117
Iryanthera sagotiana,iryanthera sagotiana,iryanthera sagotiana,Iryanthera sagotiana,wfo-0001085166,wfo-0001085166,Myristicaceae,Iryanthera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,118
Cratoxylum arborescens,cratoxylum arborescens,cratoxylum arborescens,Cratoxylum arborescens,wfo-0000625744,wfo-0000625744,Hypericaceae,Cratoxylum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,119
Engelhardtia roxburghiana,engelhardtia roxburghiana,engelhardtia roxburghiana,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,120
Smilax glabra,smilax glabra,smilax glabra,Smilax glabra,wfo-0000742694,wfo-0000742694,Smilacaceae,Smilax,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,121
Kunzea ambigua,kunzea ambigua,kunzea ambigua,Kunzea ambigua,wfo-0000221558,wfo-0000221558,Myrtaceae,Kunzea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,122
Hibiscus syriacus,hibiscus syriacus,hibiscus syriacus,Hibiscus syriacus,wfo-0000723127,wfo-0000723127,Malvaceae,Hibiscus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,123
Epilobium angustifolium,epilobium angustifolium,epilobium angustifolium,Epilobium angustifolium,wfo-0000668750,wfo-0000668750,Onagraceae,Epilobium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,124
Chamerion angustifolium,chamerion angustifolium,chamerion angustifolium,Epilobium angustifolium,wfo-0000668750,wfo-0000668750,Onagraceae,Epilobium,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,125
Chamerion,chamerion,chamerion,Epilobium,wfo-4000013609,wfo-4000013609,Onagraceae,Epilobium,genus,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,126
Lindera umbellata,lindera umbellata,lindera umbellata,Lindera umbellata,wfo-0001070371,wfo-0001070371,Lauraceae,Lindera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,127
Wyethia angustifolia,wyethia angustifolia,wyethia angustifolia,Wyethia angustifolia,wfo-0000078294,wfo-0000078294,Asteraceae,Wyethia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,128
Andrographis lineata,andrographis lineata,andrographis lineata,Andrographis lineata,wfo-0000534054,wfo-0000534054,Acanthaceae,Andrographis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,129
Andrographis echioides,andrographis echioides,andrographis echioides,Andrographis echioides,wfo-0000534042,wfo-0000534042,Acanthaceae,Andrographis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,130
Diospyros kaki,diospyros kaki,diospyros kaki,Diospyros kaki,wfo-0000649136,wfo-0000649136,Ebenaceae,Diospyros,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,131
Pneumatopteris pennigera,pneumatopteris pennigera,pneumatopteris pennigera,Pakau pennigera,wfo-1000028275,wfo-1000028275,Thelypteridaceae,Pakau,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,132
Podocarpus nivalis,podocarpus nivalis,podocarpus nivalis,Podocarpus nivalis,wfo-0000485157,wfo-0000485157,Podocarpaceae,Podocarpus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,133
Diplazium esculentum,diplazium esculentum,diplazium esculentum,Diplazium esculentum,wfo-0001109577,wfo-0001109577,Athyriaceae,Diplazium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,134
Ilex hainanensis,ilex hainanensis,ilex hainanensis,Ilex hainanensis,wfo-0001078611,wfo-0001078611,Aquifoliaceae,Ilex,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,135
Neocheiropteris fortunei,neocheiropteris fortunei,neocheiropteris fortunei,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,136
Campanula barbata,campanula barbata,campanula barbata,Campanula barbata,wfo-0000826593,wfo-0000826593,Campanulaceae,Campanula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,137
Goniothalamus cheliensis,goniothalamus cheliensis,goniothalamus cheliensis,Goniothalamus cheliensis,wfo-0000706452,wfo-0000706452,Annonaceae,Goniothalamus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,138
Dorstenia mannii,dorstenia mannii,dorstenia mannii,Dorstenia mannii,wfo-0000654502,wfo-0000654502,Moraceae,Dorstenia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,139
Piptanthus nepalensis,piptanthus nepalensis,piptanthus nepalensis,Piptanthus nepalensis,wfo-0000186282,wfo-0000186282;wfo-0001058099,Fabaceae,Piptanthus,species,accepted,accepted,exact_accepted,exact_accepted_consensus_multiple_ids,2,2,1,WFO_offline_hierarchical,2026-06-24,140
Humulus lupulus,humulus lupulus,humulus lupulus,Humulus lupulus,wfo-0000725866,wfo-0000725866,Cannabaceae,Humulus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,141
Lannea coromandelica,lannea coromandelica,lannea coromandelica,Lannea coromandelica,wfo-0001050697,wfo-0001050697,Anacardiaceae,Lannea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,142
Sophora exigua,sophora exigua,sophora exigua,Sophora exigua,wfo-0000186510,wfo-0000186510,Fabaceae,Sophora,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,143
Iryanthera laevis,iryanthera laevis,iryanthera laevis,Iryanthera laevis,wfo-0000732332,wfo-0000732332,Myristicaceae,Iryanthera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,144
Wedelia asperrima,wedelia asperrima,wedelia asperrima,Wedelia asperrima,wfo-0000132007,wfo-0000132007,Asteraceae,Wedelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,145
Cotinus coggygria,cotinus coggygria,cotinus coggygria,Cotinus coggygria,wfo-0000623618,wfo-0000623618,Anacardiaceae,Cotinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,146
Crotalaria trichotoma,crotalaria trichotoma,crotalaria trichotoma,Crotalaria trichotoma,wfo-0000186157,wfo-0000186157,Fabaceae,Crotalaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,147
Campomanesia lineatifolia,campomanesia lineatifolia,campomanesia lineatifolia,Campomanesia lineatifolia,wfo-0000793396,wfo-0000793396,Myrtaceae,Campomanesia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,148
Lespedeza homoloba,lespedeza homoloba,lespedeza homoloba,Lespedeza homoloba,wfo-0000185060,wfo-0000185060,Fabaceae,Lespedeza,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,149
Morus macroura,morus macroura,morus macroura,Morus macroura,wfo-0001245087,wfo-0001245087,Moraceae,Morus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,150
Morus australis,morus australis,morus australis,Morus indica,wfo-0000447884,wfo-0000447884,Moraceae,Morus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,151
Morus nigra,morus nigra,morus nigra,Morus nigra,wfo-0000447931,wfo-0000447931,Moraceae,Morus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,152
Dioclea grandiflora,dioclea grandiflora,dioclea grandiflora,Macropsychanthus grandiflorus,wfo-0001443939,wfo-0001443939,Fabaceae,Macropsychanthus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,153
Eriosema tuberosum,eriosema tuberosum,eriosema tuberosum,Eriosema tuberosum,wfo-0000195543,wfo-0000195543,Fabaceae,Eriosema,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,154
Arnica viscosa,arnica viscosa,arnica viscosa,Arnica viscosa,wfo-0000015907,wfo-0000015907,Asteraceae,Arnica,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,155
Archidendron clypearia,archidendron clypearia,archidendron clypearia,Archidendron clypearia,wfo-0000185987,wfo-0000185987,Fabaceae,Archidendron,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,156
Ceiba pentandra,ceiba pentandra,ceiba pentandra,Ceiba pentandra,wfo-0000592594,wfo-0000592594,Malvaceae,Ceiba,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,157
Davallia mariesii,davallia mariesii,davallia mariesii,Davallia bullata,wfo-0001124797,wfo-0001124797,Davalliaceae,Davallia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,158
Aesculus hippocastanum,aesculus hippocastanum,aesculus hippocastanum,Aesculus hippocastanum,wfo-0000522287,wfo-0000522287,Sapindaceae,Aesculus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,159
Ononis vaginalis,ononis vaginalis,ononis vaginalis,Ononis vaginalis,wfo-0000186976,wfo-0000186976,Fabaceae,Ononis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,160
Amorpha fruticosa,amorpha fruticosa,amorpha fruticosa,Amorpha fruticosa,wfo-0000213510,wfo-0000213510,Fabaceae,Amorpha,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,161
Campylotropis hirtella,campylotropis hirtella,campylotropis hirtella,Campylotropis hirtella,wfo-0000197754,wfo-0000197754,Fabaceae,Campylotropis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,162
Mabea caudata,mabea caudata,mabea caudata,Mabea speciosa,wfo-0000231722,wfo-0000231722,Euphorbiaceae,Mabea,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,163
Mabea fistulifera,mabea fistulifera,mabea fistulifera,Mabea fistulifera,wfo-0000231651,wfo-0000231651,Euphorbiaceae,Mabea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,164
Cudrania cochinchinensis,cudrania cochinchinensis,cudrania cochinchinensis,Maclura cochinchinensis,wfo-0000448071,wfo-0000448071,Moraceae,Maclura,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,165
Picea abies,picea abies,picea abies,Picea abies,wfo-0000482030,wfo-0000482030,Pinaceae,Picea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,166
Afzelia bella,afzelia bella,afzelia bella,Afzelia bella,wfo-0000211757,wfo-0000211757,Fabaceae,Afzelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,167
Robinia pseudoacacia,robinia pseudoacacia,robinia pseudoacacia,Robinia pseudoacacia,wfo-0000213931,wfo-0000213931,Fabaceae,Robinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,168
Tephrosia purpurea,tephrosia purpurea,tephrosia purpurea,Tephrosia purpurea,wfo-0000203860,wfo-0000203860,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,169
Acacia melanoxylon,acacia melanoxylon,acacia melanoxylon,Acacia melanoxylon,wfo-0000204086,wfo-0000204086,Fabaceae,Acacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,170
Zuccagnia punctata,zuccagnia punctata,zuccagnia punctata,Zuccagnia punctata,wfo-0000174380,wfo-0000174380,Fabaceae,Zuccagnia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,171
Cryptocarya chinensis,cryptocarya chinensis,cryptocarya chinensis,Cryptocarya chinensis,wfo-0000627835,wfo-0000627835,Lauraceae,Cryptocarya,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,172
Muntingia calabura,muntingia calabura,muntingia calabura,Muntingia calabura,wfo-0000451606,wfo-0000451606,Muntingiaceae,Muntingia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,173
Angelica keiskei,angelica keiskei,angelica keiskei,Angelica keiskei,wfo-0000536243,wfo-0000536243,Apiaceae,Angelica,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,174
Clitoria fairchildiana,clitoria fairchildiana,clitoria fairchildiana,Clitoria fairchildiana,wfo-0000164325,wfo-0000164325,Fabaceae,Clitoria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,175
Millettia brandisiana,millettia brandisiana,millettia brandisiana,Millettia brandisiana,wfo-0000185916,wfo-0000185916,Fabaceae,Millettia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,176
Smilax china,smilax china,smilax china,Smilax china,wfo-0000740545,wfo-0000740545,Smilacaceae,Smilax,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,177
Deguelia scandens,deguelia scandens,deguelia scandens,Deguelia scandens,wfo-0000182170,wfo-0000182170,Fabaceae,Deguelia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,178
Libocedrus bidwillii,libocedrus bidwillii,libocedrus bidwillii,Libocedrus bidwillii,wfo-0000358614,wfo-0000358614,Cupressaceae,Libocedrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,179
Quercus miyagii,quercus miyagii,quercus miyagii,Quercus miyagii,wfo-0000292037,wfo-0000292037,Fagaceae,Quercus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,180
Glycyrrhiza glabra,glycyrrhiza glabra,glycyrrhiza glabra,Glycyrrhiza glabra,wfo-0000212813,wfo-0000212813,Fabaceae,Glycyrrhiza,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,181
Glycyrrhiza,glycyrrhiza,glycyrrhiza,Glycyrrhiza,wfo-4000015856,wfo-4000015856,Fabaceae,Glycyrrhiza,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,182
Illicium anisatum,illicium anisatum,illicium anisatum,Illicium anisatum,wfo-1000047335,wfo-1000047335,Schisandraceae,Illicium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,183
Dioscorea cirrhosa,dioscorea cirrhosa,dioscorea cirrhosa,Dioscorea cirrhosa,wfo-0000389893,wfo-0000389893,Dioscoreaceae,Dioscorea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,184
Erythrina lysistemon,erythrina lysistemon,erythrina lysistemon,Erythrina lysistemon,wfo-0000180919,wfo-0000180919,Fabaceae,Erythrina,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,185
Citrus japonica,citrus japonica,citrus japonica,Citrus japonica,wfo-0000608080,wfo-0000608080,Rutaceae,Citrus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,186
Bituminaria bituminosa,bituminaria bituminosa,bituminaria bituminosa,Bituminaria bituminosa,wfo-0000212280,wfo-0000212280,Fabaceae,Bituminaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,187
Bituminaria morisiana,bituminaria morisiana,bituminaria morisiana,Bituminaria morisiana,wfo-0001062205,wfo-0001062205,Fabaceae,Bituminaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,188
Erythrina mildbraedii,erythrina mildbraedii,erythrina mildbraedii,Erythrina mildbraedii,wfo-0000181003,wfo-0000181003,Fabaceae,Erythrina,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,189
Malus domestica,malus domestica,malus domestica,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,190
Malus pumila,malus pumila,malus pumila,Malus × domestica,wfo-0001008355,wfo-0001008355,Rosaceae,Malus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,191
Malus sylvestris,malus sylvestris,malus sylvestris,Malus sylvestris,wfo-0001016475,wfo-0001016475,Rosaceae,Malus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,192
Malus,malus,malus,Malus,wfo-4000022982,wfo-4000022982,Rosaceae,Malus,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,193
Boesenbergia rotunda,boesenbergia rotunda,boesenbergia rotunda,Boesenbergia rotunda,wfo-0000341663,wfo-0000341663,Zingiberaceae,Boesenbergia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,194
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,195
Lippia origanoides,lippia origanoides,lippia origanoides,Lippia origanoides,wfo-0000229041,wfo-0000229041,Verbenaceae,Lippia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,196
